GEO.id,GEO.id2,GEO.display-label,lvl0a_C002,lvl0b_C002,lvl1_C002,lvl2b_C002,lvl2a_C002,lvl0a_C003,lvl0b_C003,lvl1_C003,lvl2b_C003,lvl2a_C003,lvl0a_C004,lvl0b_C004,lvl1_C004,lvl2b_C004,lvl2a_C004,lvl0a_C005,lvl0b_C005,lvl1_C005,lvl2b_C005,lvl2a_C005,lvl0a_C006,lvl0b_C006,lvl1_C006,lvl2b_C006,lvl2a_C006,lvl0a_C008,lvl0b_C008,lvl1_C008,lvl2b_C008,lvl2a_C008,lvl0a_C010,lvl0b_C010,lvl1_C010,lvl2b_C010,lvl2a_C010,lvl0a_C011,lvl0b_C011,lvl1_C011,lvl2b_C011,lvl2a_C011,lvl0a_C012,lvl0b_C012,lvl1_C012,lvl2b_C012,lvl2a_C012,lvl0a_C013,lvl0b_C013,lvl1_C013,lvl2b_C013,lvl2a_C013,lvl0a_C015,lvl0b_C015,lvl1_C015,lvl2b_C015,lvl2a_C015,lvl0a_C016,lvl0b_C016,lvl1_C016,lvl2b_C016,lvl2a_C016,lvl0a_C017,lvl0b_C017,lvl1_C017,lvl2b_C017,lvl2a_C017,lvl0a_C018,lvl0b_C018,lvl1_C018,lvl2b_C018,lvl2a_C018,lvl0a_C019,lvl0b_C019,lvl1_C019,lvl2b_C019,lvl2a_C019,lvl0a_C020,lvl0b_C020,lvl1_C020,lvl2b_C020,lvl2a_C020,lvl0a_C021,lvl0b_C021,lvl1_C021,lvl2b_C021,lvl2a_C021,lvl0a_C022,lvl0b_C022,lvl1_C022,lvl2b_C022,lvl2a_C022,lvl0a_C023,lvl0b_C023,lvl1_C023,lvl2b_C023,lvl2a_C023,lvl0a_C024,lvl0b_C024,lvl1_C024,lvl2b_C024,lvl2a_C024,lvl0a_C025,lvl0b_C025,lvl1_C025,lvl2b_C025,lvl2a_C025,lvl0a_C026,lvl0b_C026,lvl1_C026,lvl2b_C026,lvl2a_C026,lvl0a_C027,lvl0b_C027,lvl1_C027,lvl2b_C027,lvl2a_C027,lvl0a_C028,lvl0b_C028,lvl1_C028,lvl2b_C028,lvl2a_C028,lvl0a_C029,lvl0b_C029,lvl1_C029,lvl2b_C029,lvl2a_C029,lvl0a_C030,lvl0b_C030,lvl1_C030,lvl2b_C030,lvl2a_C030,lvl0a_C031,lvl0b_C031,lvl1_C031,lvl2b_C031,lvl2a_C031,lvl0a_C032,lvl0b_C032,lvl1_C032,lvl2b_C032,lvl2a_C032,lvl0a_C033,lvl0b_C033,lvl1_C033,lvl2b_C033,lvl2a_C033,lvl0a_C034,lvl0b_C034,lvl1_C034,lvl2b_C034,lvl2a_C034,lvl0a_C036,lvl0b_C036,lvl1_C036,lvl2b_C036,lvl2a_C036,lvl0a_C038,lvl0b_C038,lvl1_C038,lvl2b_C038,lvl2a_C038,lvl0a_C039,lvl0b_C039,lvl1_C039,lvl2b_C039,lvl2a_C039,lvl0a_C040,lvl0b_C040,lvl1_C040,lvl2b_C040,lvl2a_C040,lvl0a_C042,lvl0b_C042,lvl1_C042,lvl2b_C042,lvl2a_C042,lvl0a_C044,lvl0b_C044,lvl1_C044,lvl2b_C044,lvl2a_C044,lvl0a_C046,lvl0b_C046,lvl1_C046,lvl2b_C046,lvl2a_C046
0400000US12,12,Florida,4314456,0.77,2371393,1943063,1.72,1280521,0.70,830618,449903,2.01,3033935,0.90,1540775,1493160,1.82,450137,2.51,326497,123640,9.15,2583798,0.84,1214278,1369520,1.59,20082030,0.29,16215415,3866615,1.48,9321799,0.26,7133553,2188246,1.11,8646349,0.27,6675112,1971237,1.18,88880,1.60,5034,83846,1.70,586583,0.28,453407,133176,1.24,163785916,0.23,137247046,26538870,1.41,3657093,1.20,2602566,1054527,4.18,678492,4.92,248189,430303,7.77,2978601,1.17,2354377,624224,5.58,135199658,0.26,111297948,23901710,1.44,25462608,0.27,22486777,2975831,2.35,25414187,0.27,22486777,2927410,2.34,11358591,0.28,9937361,1421230,2.25,14055596,0.50,12549416,1506180,4.66,48425,3.54,0,48425,3.54,109737050,0.25,88811171,20925879,1.33,17309942,0.57,13585435,3724507,2.66,45247107,0.41,32536010,12711097,1.46,44511,0.00,0,44511,0.00,995993,1.88,0,995993,1.88,38482341,0.06,36398197,2084144,1.09,7657157,0.33,6291529,1365628,1.84,24929164,0.06,23346532,1582632,0.87,9281937,0.00,9040776,241161,0.03,15647227,0.09,14305756,1341471,1.02,472,0.00,1,471,0.00,722648,0.50,617250,105398,3.42,607344,0.50,514436,92908,3.28,115304,0.77,102814,12490,7.06,407147,0.18,346678,60469,1.24,24568642,0.00,24568642,0,0.00,153302772,0.00,153302772,0,0.00
0400000US13,13,Georgia,2786217,0.00,2334250,451967,0.00,771885,0.00,698689,73196,0.00,2014332,0.00,1635561,378771,0.00,1089142,0.00,1041822,47320,0.00,925190,0.00,593739,331451,0.00,13327765,0.00,12424625,903140,0.00,5911278,0.00,5226786,684492,0.00,5682504,0.00,5044567,637937,0.00,105722,0.00,93078,12644,0.00,123052,0.00,89141,33911,0.00,82222704,0.00,75254169,6968535,0.00,2579828,0.00,2131875,447953,0.00,2477448,0.00,2085723,391725,0.00,102380,0.00,46152,56228,0.00,79285360,0.00,73054273,6231087,0.00,11403254,0.00,10737473,665781,0.00,11396641,0.00,10737473,659168,0.00,10927520,0.00,10570872,356648,0.00,469121,0.00,166601,302520,0.00,6613,0.00,0,6613,0.00,67882106,0.00,62316800,5565306,0.00,8911185,0.00,7981285,929900,0.00,44064399,0.00,40015763,4048636,0.00,4525,0.00,0,4525,0.00,598052,0.00,491988,106064,0.00,13520041,0.00,13296120,223921,0.00,783904,0.00,531644,252260,0.00,357516,0.00,68021,289495,0.00,86362,0.00,6463,79899,0.00,271154,0.00,61558,209596,0.00,34,0.00,10,24,0.00,670198,0.00,635611,34587,0.00,402790,0.00,371625,31165,0.00,267408,0.00,263986,3422,0.00,204249,0.00,175992,28257,0.00,12793012,0.00,12793012,0,0.00,88446023,0.00,88446023,0,0.00
0400000US15,15,Hawaii,767284,0.00,767284,0,0.00,185837,0.00,185837,0,0.00,581447,0.00,581447,0,0.00,435107,0.00,435107,0,0.00,146340,0.00,146340,0,0.00,1419630,0.00,1419630,0,0.00,1089851,0.00,1089851,0,0.00,1033281,0.00,1033281,0,0.00,7204,0.00,7204,0,0.00,49366,0.00,49366,0,0.00,12051078,0.00,12051078,0,0.00,375751,0.00,375751,0,0.00,375751,0.00,375751,0,0.00,0,0.00,0,0,0.00,10432391,0.00,10432391,0,0.00,418217,0.00,418217,0,0.00,418217,0.00,418217,0,0.00,418217,0.00,418217,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,10014174,0.00,10014174,0,0.00,2212486,0.00,2212486,0,0.00,7801688,0.00,7801688,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,1242936,0.00,1242936,0,0.00,1242936,0.00,1242936,0,0.00,0,0.00,0,0,0.00,1,0.00,1,0,0.00,73538,0.00,73538,0,0.00,66226,0.00,66226,0,0.00,7312,0.00,7312,0,0.00,41812,0.00,41812,0,0.00,3720800,0.00,3720800,0,0.00,21243744,0.00,21243744,0,0.00
0400000US16,16,Idaho,471757,0.00,471068,689,0.00,185102,0.00,185102,0,0.00,286655,0.00,285966,689,0.00,73646,0.00,73484,162,0.00,213009,0.00,212482,527,0.00,1027754,0.00,1024622,3132,0.00,743101,0.00,741564,1537,0.00,694441,0.00,692990,1451,0.00,8,0.00,0,8,0.00,48653,0.00,48574,79,0.00,12272952,0.00,12254752,18200,0.00,415519,0.00,414972,547,0.00,4340,0.00,3835,505,0.00,411179,0.00,411137,42,0.00,11391816,0.00,11374163,17653,0.00,27080,0.00,17743,9337,0.00,22674,0.00,17743,4931,0.00,9597,0.00,8541,1056,0.00,13077,0.00,9202,3875,0.00,4406,0.00,0,4406,0.00,11364736,0.00,11356420,8316,0.00,2520122,0.00,2519103,1019,0.00,5773449,0.00,5767726,5723,0.00,458654,0.00,458654,0,0.00,555,0.00,0,555,0.00,2611956,0.00,2610937,1019,0.00,0,0.00,0,0,0.00,465617,0.00,465617,0,0.00,0,0.00,0,0,0.00,465617,0.00,465617,0,0.00,4,0.00,2,2,0.00,92698,0.00,92698,0,0.00,65585,0.00,65585,0,0.00,27113,0.00,27113,0,0.00,39092,0.00,39032,60,0.00,2703468,0.00,2703468,0,0.00,14253290,0.00,14253290,0,0.00
0400000US17,17,Illinois,10854000,0.34,8481915,2372085,1.56,2671581,0.34,1777965,893616,1.03,8182418,0.36,6703950,1478468,2.01,5735475,0.12,5663555,71920,9.89,2446944,1.19,1040395,1406549,2.07,17742347,0.25,12851058,4891289,0.90,15668633,0.23,10659160,5009473,0.73,14613637,0.22,10001813,4611824,0.71,410648,0.46,229703,180945,1.05,644361,0.45,427644,216717,1.33,135110275,0.33,94058483,41051792,1.08,6086279,3.50,3281969,2804310,7.60,2828177,4.38,2195839,632338,19.59,3258102,3.98,1086130,2171972,5.97,114722034,0.33,80319588,34402446,1.10,14508688,1.00,8552084,5956604,2.43,14243449,0.89,8475716,5767733,2.19,8371374,0.71,4917125,3454249,1.71,5872075,1.84,3558591,2313484,4.66,265240,12.44,76368,188872,17.47,100213346,0.26,71767504,28445842,0.93,14256949,0.58,8439675,5817274,1.43,46945431,0.33,35241580,11703851,1.33,29653,100.00,0,29653,100.00,1747585,4.45,661756,1085829,7.17,28227413,0.02,21562623,6664790,0.09,9006315,2.04,5861870,3144445,5.83,14301962,0.31,10456926,3845036,1.16,6670422,0.30,6200739,469683,4.32,7631540,0.34,4256187,3375353,0.76,656,0.00,6,650,0.00,961952,0.11,791296,170656,0.60,607623,0.17,471013,136610,0.74,354329,0.02,320283,34046,0.18,456001,0.21,334238,121763,0.80,24128689,0.00,24128689,0,0.00,197831942,0.00,197831942,0,0.00
0400000US18,18,Indiana,2311788,0.04,2268363,43425,2.06,332774,0.23,328909,3865,19.50,1979015,0.05,1939454,39561,2.30,1434491,0.05,1411411,23080,3.14,544524,0.08,528043,16481,2.53,1660212,0.03,1633057,27155,1.76,2493324,0.05,2439116,54208,2.50,2213893,0.06,2161183,52710,2.53,99238,0.01,98790,448,1.60,180195,0.01,179143,1052,2.03,28263756,0.01,27991492,272264,0.73,1610487,0.10,1576959,33528,4.72,150932,0.89,121016,29916,4.47,1459554,0.02,1455943,3611,10.04,20504964,0.00,20266396,238568,0.37,1667234,0.01,1628058,39176,0.50,1667234,0.01,1628058,39176,0.50,1118919,0.00,1110698,8221,0.00,548315,0.04,517360,30955,0.63,0,0.00,0,0,0.00,18837730,0.00,18638338,199392,0.35,8096210,0.00,8029284,66926,0.33,6592046,0.00,6498888,93158,0.00,0,0.00,0,0,0.00,376384,0.13,338435,37949,1.25,2100193,0.00,2098833,1360,0.00,1672898,0.00,1672898,0,0.00,6148305,0.00,6148137,168,0.00,4,0.00,0,4,0.00,6148301,0.00,6148137,164,0.00,69,0.00,8,61,0.00,267210,0.02,265999,1211,4.30,225067,0.02,224032,1035,5.04,42143,0.00,41967,176,0.00,136684,0.02,134760,1924,1.40,9737025,0.00,9737025,0,0.00,42906778,0.00,42906778,0,0.00
0400000US19,19,Iowa,1136626,0.00,1134596,2030,0.00,447065,0.00,446996,69,0.00,689561,0.00,687600,1961,0.00,131913,0.00,131750,163,0.00,557648,0.00,555850,1798,0.00,2723164,0.00,2718160,5004,0.00,1951837,0.00,1948060,3777,0.00,1841468,0.00,1838083,3385,0.00,43842,0.00,43621,221,0.00,66527,0.00,66356,171,0.00,27525334,0.00,27483790,41544,0.00,814794,0.00,812633,2161,0.00,33307,0.00,31504,1803,0.00,781487,0.00,781129,358,0.00,24006383,0.00,23967109,39274,0.00,3483152,0.00,3479122,4030,0.00,3436443,0.00,3432413,4030,0.00,2010533,0.00,2007162,3371,0.00,1425910,0.00,1425251,659,0.00,46709,0.00,46709,0,0.00,20523231,0.00,20487987,35244,0.00,2756182,0.00,2750489,5693,0.00,5535226,0.00,5511307,23919,0.00,0,0.00,0,0,0.00,6393701,0.00,6388754,4947,0.00,5750711,0.00,5750610,101,0.00,87411,0.00,86827,584,0.00,2704157,0.00,2704048,109,0.00,26238,0.00,26238,0,0.00,2677919,0.00,2677810,109,0.00,9,0.00,4,5,0.00,243064,0.00,242765,299,0.00,169987,0.00,169762,225,0.00,73077,0.00,73003,74,0.00,109713,0.00,109527,186,0.00,7210819,0.00,7210819,0,0.00,33693765,0.00,33693765,0,0.00
0400000US20,20,Kansas,969933,0.00,918397,51536,0.00,321481,0.00,300472,21009,0.00,648452,0.00,617925,30527,0.00,424419,0.00,420882,3537,0.00,224033,0.00,197043,26990,0.00,1995590,0.00,1783847,211743,0.00,1549576,0.00,1448288,101288,0.00,1431143,0.00,1340945,90198,0.00,58393,0.00,53900,4493,0.00,60040,0.00,53443,6597,0.00,15918274,0.00,14505730,1412544,0.00,284744,0.00,275778,8966,0.00,69143,0.00,66285,2858,0.00,215601,0.00,209493,6108,0.00,13579191,0.00,12262282,1316909,0.00,2242148,0.00,2116095,126053,0.00,2162907,0.00,2043171,119736,0.00,1523502,0.00,1458094,65408,0.00,639405,0.00,585077,54328,0.00,79241,0.00,72924,6317,0.00,11337043,0.00,10146187,1190856,0.00,1582244,0.00,1434230,148014,0.00,5510785,0.00,4814208,696577,0.00,0,0.00,0,0,0.00,22582,0.00,0,22582,0.00,4196678,0.00,3897749,298929,0.00,24754,0.00,0,24754,0.00,2054339,0.00,1967670,86669,0.00,649737,0.00,607350,42387,0.00,1404602,0.00,1360320,44282,0.00,8,0.00,1,7,0.00,202547,0.00,199244,3303,0.00,159068,0.00,156053,3015,0.00,43479,0.00,43191,288,0.00,90220,0.00,87096,3124,0.00,6498962,0.00,6498962,0,0.00,23531423,0.00,23531423,0,0.00
0400000US21,21,Kentucky,1948682,0.00,1905738,42944,0.00,590786,0.00,583529,7257,0.00,1357896,0.00,1322209,35687,0.00,871205,0.00,868540,2665,0.00,486691,0.00,453669,33022,0.00,3339016,0.00,3264671,74345,0.00,3528994,0.00,3467287,61707,0.00,3359787,0.00,3302115,57672,0.00,52108,0.00,52049,59,0.00,117099,0.00,113123,3976,0.00,28043843,0.00,27410940,632903,0.00,1263380,0.00,1226314,37066,0.00,60581,0.00,40564,20017,0.00,1202799,0.00,1185750,17049,0.00,24763022,0.00,24219939,543083,0.00,1321411,0.00,1256477,64934,0.00,861277,0.00,796344,64933,0.00,686069,0.00,650217,35852,0.00,175208,0.00,146127,29081,0.00,460134,0.00,460133,1,0.00,23441611,0.00,22963462,478149,0.00,5426999,0.00,5341646,85353,0.00,14544957,0.00,14435022,109935,0.00,371940,0.00,371940,0,0.00,5451,0.00,0,5451,0.00,2893094,0.00,2780206,112888,0.00,199170,0.00,34648,164522,0.00,2017441,0.00,1964687,52754,0.00,1065691,0.00,1012945,52746,0.00,951750,0.00,951742,8,0.00,21,0.00,6,15,0.00,334150,0.00,333038,1112,0.00,214394,0.00,213317,1077,0.00,119756,0.00,119721,35,0.00,140498,0.00,138670,1828,0.00,8037614,0.00,8037614,0,0.00,54547205,0.00,54547205,0,0.00
0400000US22,22,Louisiana,3290695,0.00,3144557,146138,0.00,803410,0.00,772904,30506,0.00,2487285,0.00,2371653,115632,0.00,1970063,0.00,1963041,7022,0.00,517222,0.00,408612,108610,0.00,4702512,0.00,4453832,248680,0.00,4024041,0.00,3806798,217243,0.00,3707693,0.00,3509434,198259,0.00,174517,0.00,166634,7883,0.00,141831,0.00,130730,11101,0.00,39936873,0.00,37684422,2252451,0.00,2213904,0.00,2122232,91672,0.00,533888,0.00,481258,52630,0.00,1680016,0.00,1640974,39042,0.00,31152419,0.00,29061540,2090879,0.00,1790659,0.00,1591781,198878,0.00,1783175,0.00,1591463,191712,0.00,1165468,0.00,1037193,128275,0.00,617707,0.00,554270,63437,0.00,7484,0.00,318,7166,0.00,29361760,0.00,27469759,1892001,0.00,2806958,0.00,2414533,392425,0.00,15650712,0.00,14611501,1039211,0.00,1993,0.00,1993,0,0.00,352391,0.00,232124,120267,0.00,9106449,0.00,8802378,304071,0.00,1443257,0.00,1407230,36027,0.00,6570550,0.00,6500650,69900,0.00,179168,0.00,162826,16342,0.00,6391382,0.00,6337824,53558,0.00,35,0.00,14,21,0.00,298479,0.00,285461,13018,0.00,202069,0.00,191758,10311,0.00,96410,0.00,93703,2707,0.00,168173,0.00,156376,11797,0.00,8177118,0.00,8177118,0,0.00,56704785,0.00,56704785,0,0.00
0400000US23,23,Maine,448231,0.00,448231,0,0.00,153537,0.00,153537,0,0.00,294694,0.00,294694,0,0.00,267572,0.00,267572,0,0.00,27122,0.00,27122,0,0.00,1192097,0.00,1192097,0,0.00,836912,0.00,836912,0,0.00,772360,0.00,772360,0,0.00,22771,0.00,22771,0,0.00,41781,0.00,41781,0,0.00,11432765,0.00,11432765,0,0.00,121043,0.00,121043,0,0.00,22607,0.00,22607,0,0.00,98436,0.00,98436,0,0.00,10523069,0.00,10523069,0,0.00,2379,0.00,2379,0,0.00,2379,0.00,2379,0,0.00,2379,0.00,2379,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,10520690,0.00,10520690,0,0.00,978,0.00,978,0,0.00,3830132,0.00,3830132,0,0.00,0,0.00,0,0,0.00,6450747,0.00,6450747,0,0.00,0,0.00,0,0,0.00,238833,0.00,238833,0,0.00,788653,0.00,788653,0,0.00,0,0.00,0,0,0.00,788653,0.00,788653,0,0.00,1,0.00,1,0,0.00,62142,0.00,62142,0,0.00,53191,0.00,53191,0,0.00,8951,0.00,8951,0,0.00,39302,0.00,39302,0,0.00,2131500,0.00,2131500,0,0.00,14394317,0.00,14394317,0,0.00
0400000US24,24,Maryland,3343878,0.00,2381204,962674,0.00,831633,0.00,710855,120778,0.00,2512245,0.00,1670349,841896,0.00,993595,0.00,989132,4463,0.00,1518650,0.00,681217,837433,0.00,5634022,0.00,4126367,1507655,0.00,4526892,0.00,3320497,1206395,0.00,4080980,0.00,2981005,1099975,0.00,66476,0.00,38281,28195,0.00,379436,0.00,301211,78225,0.00,54432962,0.00,40595740,13837222,0.00,2904012,0.00,2095664,808348,0.00,2276798,0.00,2095664,181134,0.00,627214,0.00,0,627214,0.00,37627743,0.00,26206220,11421523,0.00,4891279,0.00,3573168,1318111,0.00,4832188,0.00,3573168,1259020,0.00,4256664,0.00,3573168,683496,0.00,575524,0.00,0,575524,0.00,59091,0.00,0,59091,0.00,32736464,0.00,22633052,10103412,0.00,4935912,0.00,2784671,2151241,0.00,12162571,0.00,8294007,3868564,0.00,2079500,0.00,2079500,0,0.00,239201,0.00,0,239201,0.00,10645195,0.00,9474874,1170321,0.00,2674085,0.00,0,2674085,0.00,13901207,0.00,12293856,1607351,0.00,386389,0.00,9644,376745,0.00,13514818,0.00,12284212,1230606,0.00,19,0.00,2,17,0.00,298706,0.00,247607,51099,0.00,243926,0.00,195560,48366,0.00,54780,0.00,52047,2733,0.00,178403,0.00,139574,38829,0.00,10615140,0.00,10615140,0,0.00,60555192,0.00,60555192,0,0.00
0400000US25,25,Massachusetts,4798875,0.15,3113964,1684911,0.44,1898451,0.12,1322192,576259,0.38,2900424,0.18,1791772,1108652,0.47,1688956,0.09,1648406,40550,3.60,1211468,0.42,143366,1068102,0.48,7078906,0.06,4964666,2114240,0.19,6500305,0.12,4767425,1732880,0.45,5994304,0.11,4487536,1506768,0.43,246687,0.46,113510,133177,0.85,259315,0.16,166379,92936,0.45,64984732,0.03,48181132,16803600,0.10,894635,1.10,326173,568462,1.73,772673,1.29,325602,447071,2.24,121962,0.20,571,121391,0.20,58868672,0.09,45118882,13749790,0.40,1184233,2.51,86905,1097328,2.71,1112232,0.51,86905,1025327,0.56,614375,0.00,54262,560113,0.00,497857,1.14,32643,465214,1.22,72001,33.37,0,72001,33.37,57684439,0.13,45031977,12652462,0.61,9517838,0.09,6903482,2614356,0.32,23121071,0.23,18101787,5019284,1.05,6173,0.00,0,6173,0.00,3578762,2.53,1048279,2530483,3.58,15627456,0.00,13732259,1895197,0.00,5833140,1.69,5246170,586970,16.84,5221426,0.94,2736077,2485349,1.97,3179530,0.04,2610924,568606,0.23,2041896,2.37,125153,1916743,2.53,100,0.00,14,86,0.00,370577,0.08,244866,125711,0.24,308704,0.15,209731,98973,0.46,61873,0.42,35135,26738,0.97,208820,0.20,136379,72441,0.57,12505234,0.00,12505234,0,0.00,75291620,0.00,75291620,0,0.00
0400000US26,26,Michigan,3725093,0.05,3076508,648585,0.27,715985,0.13,529062,186923,0.51,3009108,0.04,2547446,461662,0.26,783045,0.11,773747,9298,9.48,2226063,0.08,1773699,452364,0.39,9446338,0.12,6943097,2503241,0.47,8073449,0.12,6439267,1634182,0.61,7822880,0.13,6327208,1495672,0.66,102669,0.39,38470,64199,0.62,147901,0.38,73589,74312,0.76,76494465,0.13,58745873,17748592,0.55,3524150,0.15,2647467,876683,0.62,713399,0.62,394057,319342,1.39,2810751,0.08,2253410,557341,0.42,60850744,0.15,46360916,14489828,0.65,2179580,1.63,812843,1366737,2.59,2125518,0.75,812843,1312675,1.21,887266,0.00,334841,552425,0.00,1238252,1.28,478002,760250,2.09,54062,55.89,0,54062,55.89,58671165,0.14,45548073,13123092,0.62,10428914,0.41,7402161,3026753,1.42,25010000,0.18,17268136,7741864,0.57,137072,0.00,0,137072,0.00,484485,2.21,0,484485,2.21,9604116,0.05,8474431,1129685,0.39,13006578,0.00,12403345,603233,0.00,12119571,0.01,9737490,2382081,0.03,7130618,0.00,6895179,235439,0.00,4988953,0.02,2842311,2146642,0.04,136,0.00,6,130,0.00,337289,0.09,296442,40847,0.73,303422,0.10,267490,35932,0.81,33867,0.08,28952,4915,0.58,359544,0.06,293987,65557,0.33,11573780,0.00,11573780,0,0.00,90719367,0.00,90719367,0,0.00
0400000US27,27,Minnesota,1863559,0.07,1785142,78417,1.57,849422,0.00,826249,23173,0.04,1014137,0.12,958893,55244,2.22,217708,0.48,201657,16051,6.57,796429,0.05,757236,39193,1.07,8124504,0.02,7856314,268190,0.49,4012990,0.09,3765724,247266,1.38,3876893,0.09,3645120,231773,1.46,69626,0.02,66418,3208,0.43,66471,0.08,54186,12285,0.44,53136559,0.01,50904932,2231627,0.23,1302010,0.23,1211978,90032,3.37,364742,0.33,323251,41491,2.93,937268,0.33,888727,48541,6.28,43933076,0.01,42068764,1864312,0.23,135643,1.26,0,135643,1.26,133822,1.27,0,133822,1.27,57018,0.00,0,57018,0.00,76804,2.22,0,76804,2.22,1821,0.00,0,1821,0.00,43797433,0.01,42068764,1728669,0.25,11874312,0.01,11542105,332207,0.39,20361209,0.01,19430257,930952,0.30,0,0.00,0,0,0.00,3585795,0.11,3527862,57933,6.93,7972110,0.00,7568540,403570,0.00,4007,0.00,0,4007,0.00,7901473,0.01,7624190,277283,0.25,35101,0.08,0,35101,0.08,7866371,0.01,7624190,242181,0.27,145,0.00,8,137,0.00,524577,0.06,512881,11696,2.52,290747,0.09,283705,7042,3.51,233831,0.03,229176,4655,1.35,190962,0.06,180516,10446,1.01,12731833,0.00,12731833,0,0.00,64082677,0.00,64082677,0,0.00
0400000US28,28,Mississippi,1464067,0.00,1464067,0,0.00,550047,0.00,550047,0,0.00,914020,0.00,914020,0,0.00,336144,0.00,336144,0,0.00,577876,0.00,577876,0,0.00,2673187,0.00,2673187,0,0.00,2206114,0.00,2206114,0,0.00,2029121,0.00,2029121,0,0.00,108536,0.00,108536,0,0.00,68457,0.00,68457,0,0.00,23017265,0.00,23017265,0,0.00,1071566,0.00,1071566,0,0.00,607458,0.00,607458,0,0.00,464108,0.00,464108,0,0.00,20085810,0.00,20085810,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,20085810,0.00,20085810,0,0.00,5297045,0.00,5297045,0,0.00,14788765,0.00,14788765,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,0,0.00,0,0,0.00,1859889,0.00,1859889,0,0.00,1842893,0.00,1842893,0,0.00,16996,0.00,16996,0,0.00,4,0.00,4,0,0.00,293905,0.00,293905,0,0.00,162455,0.00,162455,0,0.00,131450,0.00,131450,0,0.00,93056,0.00,93056,0,0.00,5891094,0.00,5891094,0,0.00,36343989,0.00,36343989,0,0.00
0400000US29,29,Missouri,2665322,0.20,2256201,409121,1.28,907805,0.09,813684,94121,0.91,1757518,0.31,1442517,315001,1.73,531038,0.00,529792,1246,0.00,1226480,0.44,912725,313755,1.74,9005066,0.29,8134795,870271,2.96,4781070,0.13,4165027,616043,1.01,4003664,0.14,3435622,568042,0.99,101554,0.22,84503,17051,1.29,675855,0.17,644902,30953,3.64,58748518,0.21,51208038,7540480,1.63,3131578,4.02,2432732,698846,18.00,196527,3.34,138117,58410,11.23,2935051,4.39,2294615,640436,20.11,45429297,0.31,39053062,6376235,2.22,9762359,0.29,9252900,509459,5.59,9714784,0.29,9212416,502368,5.56,3474833,0.86,3175428,299405,9.95,6239951,0.14,6036988,202963,4.17,47576,7.17,40484,7092,48.10,35666938,0.32,29800162,5866776,1.96,3391791,0.89,2273967,1117824,2.71,13671907,0.62,11077026,2594881,3.25,48560,0.00,0,48560,0.00,204595,0.00,61154,143441,0.00,6296263,0.10,5368217,928046,0.66,12053822,0.54,11019798,1034024,6.32,10187644,0.00,9722244,465400,0.00,160644,0.00,59701,100943,0.00,10027000,0.00,9662543,364457,0.00,66,0.00,10,56,0.00,330705,0.22,287954,42751,1.67,266395,0.25,233320,33075,2.05,64310,0.24,54634,9676,1.60,173714,0.22,146338,27376,1.41,10655937,0.00,10655937,0,0.00,64704436,0.00,64704436,0,0.00
0400000US30,30,Montana,392484,0.00,392484,0,0.00,164007,0.00,164007,0,0.00,228477,0.00,228477,0,0.00,136330,0.00,136330,0,0.00,92147,0.00,92147,0,0.00,1520578,0.00,1520578,0,0.00,674954,0.00,674954,0,0.00,608545,0.00,608545,0,0.00,19180,0.00,19180,0,0.00,47229,0.00,47229,0,0.00,9060965,0.00,9060965,0,0.00,358479,0.00,358479,0,0.00,77477,0.00,77477,0,0.00,281002,0.00,281002,0,0.00,8124094,0.00,8124094,0,0.00,1045431,0.00,1045431,0,0.00,1045431,0.00,1045431,0,0.00,849234,0.00,849234,0,0.00,196197,0.00,196197,0,0.00,0,0.00,0,0,0.00,7078663,0.00,7078663,0,0.00,1007281,0.00,1007281,0,0.00,4332608,0.00,4332608,0,0.00,0,0.00,0,0,0.00,204367,0.00,204367,0,0.00,1533879,0.00,1533879,0,0.00,528,0.00,528,0,0.00,578392,0.00,578392,0,0.00,288721,0.00,288721,0,0.00,289671,0.00,289671,0,0.00,9,0.00,9,0,0.00,76880,0.00,76880,0,0.00,52570,0.00,52570,0,0.00,24310,0.00,24310,0,0.00,36959,0.00,36959,0,0.00,2048057,0.00,2048057,0,0.00,11307293,0.00,11307293,0,0.00
