GEO.id,GEO.id2,GEO.display-label,lvl0a_C002,lvl0b_C002,lvl1_C002,lvl2b_C002,lvl2a_C002,lvl0a_C003,lvl0b_C003,lvl1_C003,lvl2b_C003,lvl2a_C003,lvl0a_C004,lvl0b_C004,lvl1_C004,lvl2b_C004,lvl2a_C004,lvl0a_C005,lvl0b_C005,lvl1_C005,lvl2b_C005,lvl2a_C005,lvl0a_C006,lvl0b_C006,lvl1_C006,lvl2b_C006,lvl2a_C006,lvl0a_C008,lvl0b_C008,lvl1_C008,lvl2b_C008,lvl2a_C008,lvl0a_C010,lvl0b_C010,lvl1_C010,lvl2b_C010,lvl2a_C010,lvl0a_C011,lvl0b_C011,lvl1_C011,lvl2b_C011,lvl2a_C011,lvl0a_C012,lvl0b_C012,lvl1_C012,lvl2b_C012,lvl2a_C012,lvl0a_C013,lvl0b_C013,lvl1_C013,lvl2b_C013,lvl2a_C013,lvl0a_C015,lvl0b_C015,lvl1_C015,lvl2b_C015,lvl2a_C015,lvl0a_C016,lvl0b_C016,lvl1_C016,lvl2b_C016,lvl2a_C016,lvl0a_C017,lvl0b_C017,lvl1_C017,lvl2b_C017,lvl2a_C017,lvl0a_C018,lvl0b_C018,lvl1_C018,lvl2b_C018,lvl2a_C018,lvl0a_C019,lvl0b_C019,lvl1_C019,lvl2b_C019,lvl2a_C019,lvl0a_C020,lvl0b_C020,lvl1_C020,lvl2b_C020,lvl2a_C020,lvl0a_C021,lvl0b_C021,lvl1_C021,lvl2b_C021,lvl2a_C021,lvl0a_C022,lvl0b_C022,lvl1_C022,lvl2b_C022,lvl2a_C022,lvl0a_C023,lvl0b_C023,lvl1_C023,lvl2b_C023,lvl2a_C023,lvl0a_C024,lvl0b_C024,lvl1_C024,lvl2b_C024,lvl2a_C024,lvl0a_C025,lvl0b_C025,lvl1_C025,lvl2b_C025,lvl2a_C025,lvl0a_C026,lvl0b_C026,lvl1_C026,lvl2b_C026,lvl2a_C026,lvl0a_C027,lvl0b_C027,lvl1_C027,lvl2b_C027,lvl2a_C027,lvl0a_C028,lvl0b_C028,lvl1_C028,lvl2b_C028,lvl2a_C028,lvl0a_C029,lvl0b_C029,lvl1_C029,lvl2b_C029,lvl2a_C029,lvl0a_C030,lvl0b_C030,lvl1_C030,lvl2b_C030,lvl2a_C030,lvl0a_C031,lvl0b_C031,lvl1_C031,lvl2b_C031,lvl2a_C031,lvl0a_C032,lvl0b_C032,lvl1_C032,lvl2b_C032,lvl2a_C032,lvl0a_C033,lvl0b_C033,lvl1_C033,lvl2b_C033,lvl2a_C033,lvl0a_C034,lvl0b_C034,lvl1_C034,lvl2b_C034,lvl2a_C034,lvl0a_C038,lvl0b_C038,lvl1_C038,lvl2b_C038,lvl2a_C038,lvl0a_C039,lvl0b_C039,lvl1_C039,lvl2b_C039,lvl2a_C039,lvl0a_C040,lvl0b_C040,lvl1_C040,lvl2b_C040,lvl2a_C040,lvl0a_C042,lvl0b_C042,lvl1_C042,lvl2b_C042,lvl2a_C042,lvl0a_C044,lvl0b_C044,lvl1_C044,lvl2b_C044,lvl2a_C044,lvl0a_C046,lvl0b_C046,lvl1_C046,lvl2b_C046,lvl2a_C046
0400000US13,13,Georgia,3053785,0.0,2576231,477554,0.0,792342,0.0,694229,98113,0.0,2261443,0.0,1882002,379441,0.0,1151217,0.0,1147946,3271,0.0,1110226,0.0,734056,376170,0.0,14118282,0.0,12784541,1333741,0.0,6248878,0.0,5536067,712811,0.0,5991109,0.0,5335793,655316,0.0,113155,0.0,99923,13232,0.0,144615,0.0,100352,44263,0.0,91545390,0.0,83948644,7596746,0.0,2267813,0.0,1880802,387011,0.0,1996881,0.0,1704618,292263,0.0,270932,0.0,176184,94748,0.0,88834317,0.0,81763074,7071243,0.0,8925866,0.0,8195274,730592,0.0,8914974,0.0,8192484,722490,0.0,8423615,0.0,8105108,318507,0.0,491359,0.0,87376,403983,0.0,10893,0.0,2790,8103,0.0,79908451,0.0,73567800,6340651,0.0,12955915,0.0,12113626,842289,0.0,48290939,0.0,43449638,4841301,0.0,0,0.0,0,0,0.0,483439,0.0,418826,64613,0.0,17356989,0.0,16982600,374389,0.0,821169,0.0,603110,218059,0.0,443260,0.0,304768,138492,0.0,32260,0.0,11706,20554,0.0,411000,0.0,293062,117938,0.0,649957,0.0,617567,32390,0.0,383899,0.0,355076,28823,0.0,266058,0.0,262491,3567,0.0,217206,0.0,189225,27981,0.0,0,0.0,12738549,0,0.0,0,0.0,98754154,0,0.0
0400000US15,15,Hawaii,791019,0.0,791019,0,0.0,191036,0.0,191036,0,0.0,599983,0.0,599983,0,0.0,450117,0.0,450117,0,0.0,149866,0.0,149866,0,0.0,3038836,0.0,3038836,0,0.0,1138441,0.0,1138441,0,0.0,1079351,0.0,1079351,0,0.0,7538,0.0,7538,0,0.0,51552,0.0,51552,0,0.0,14116638,0.0,14116638,0,0.0,440154,0.0,440154,0,0.0,440154,0.0,440154,0,0.0,0,0.0,0,0,0.0,12220508,0.0,12220508,0,0.0,489899,0.0,489899,0,0.0,489899,0.0,489899,0,0.0,489899,0.0,489899,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,11730609,0.0,11730609,0,0.0,2591707,0.0,2591707,0,0.0,9138902,0.0,9138902,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,1455976,0.0,1455976,0,0.0,1455976,0.0,1455976,0,0.0,0,0.0,0,0,0.0,75109,0.0,75109,0,0.0,67555,0.0,67555,0,0.0,7554,0.0,7554,0,0.0,41944,0.0,41944,0,0.0,0,0.0,3783840,0,0.0,0,0.0,22241070,0,0.0
0400000US16,16,Idaho,516498,0.0,515977,521,0.0,204398,0.0,204398,0,0.0,312100,0.0,311579,521,0.0,80080,0.0,80080,0,0.0,232020,0.0,231499,521,0.0,2068673,0.0,2067092,1581,0.0,790604,0.0,788836,1768,0.0,736531,0.0,734853,1678,0.0,0,0.0,0,0,0.0,54073,0.0,53983,90,0.0,13974409,0.0,13955215,19194,0.0,475509,0.0,475288,221,0.0,78478,0.0,78325,153,0.0,397031,0.0,396963,68,0.0,13084826,0.0,13065853,18973,0.0,7715,0.0,0,7715,0.0,2758,0.0,0,2758,0.0,270,0.0,0,270,0.0,2488,0.0,0,2488,0.0,4957,0.0,0,4957,0.0,13077111,0.0,13065853,11258,0.0,2656608,0.0,2653907,2701,0.0,6824066,0.0,6816717,7349,0.0,482146,0.0,482146,0,0.0,0,0.0,0,0,0.0,3114291,0.0,3113083,1208,0.0,0,0.0,0,0,0.0,414074,0.0,414074,0,0.0,0,0.0,0,0,0.0,414074,0.0,414074,0,0.0,77784,0.0,77784,0,0.0,66277,0.0,66277,0,0.0,11507,0.0,11507,0,0.0,40920,0.0,40862,58,0.0,0,0.0,2708534,0,0.0,0,0.0,15008490,0,0.0
0400000US17,17,Illinois,12653601,0.4,9674312,2979289,1.6,2728872,0.3,1838063,890809,1.1,9924729,0.4,7836249,2088480,2.0,6864547,0.4,6746945,117602,20.9,3060182,1.0,1089304,1970878,1.6,24220520,0.2,17823368,6397152,0.9,17177463,0.4,11472251,5705212,1.2,15717868,0.4,10785298,4932571,1.3,818534,0.1,231046,587488,0.2,641066,1.0,455907,185159,3.3,156418310,0.3,111494982,44923328,1.1,6851902,3.1,3411646,3440256,6.2,3031483,5.4,2026428,1005055,16.3,3820419,2.2,1385218,2435201,3.5,136725814,0.3,98346797,38379017,1.0,11631398,1.3,5946596,5684802,2.6,11380819,1.2,5810988,5569831,2.4,6107403,0.6,3230032,2877371,1.2,5273416,2.5,2580956,2692460,4.9,250580,8.1,135608,114972,17.6,125094416,0.2,92400201,32694215,0.9,16523421,0.4,11990185,4533236,1.4,51416949,0.4,36561657,14855292,1.4,33024,100.0,0,33024,100.0,16223806,0.3,14960735,1263071,3.9,30381859,0.0,22708036,7673823,0.1,10515358,2.0,6179588,4335770,4.8,12840594,0.4,9736539,3104055,1.5,5918852,0.0,5089530,829322,0.1,6921742,0.7,4647009,2274733,2.0,962248,0.1,790422,171826,0.7,602261,0.2,466962,135299,0.8,359987,0.1,323460,36527,1.0,477812,0.2,347485,130327,0.7,0,0.0,24252704,0,0.0,0,0.0,217605371,0,0.0
0400000US18,18,Indiana,2137910,0.0,2083270,54640,1.5,344906,0.0,341430,3476,3.5,1793004,0.0,1741840,51164,1.7,1183699,0.1,1149273,34426,2.3,609306,0.1,592567,16739,2.4,3702424,0.0,3665639,36785,1.9,2632594,0.1,2566703,65891,2.0,2314294,0.1,2249634,64660,2.0,85946,0.0,85754,192,0.6,232355,0.0,231315,1039,2.7,31165804,0.0,30923029,242775,0.9,1469793,0.1,1429360,40433,4.4,278897,0.5,243800,35097,3.8,1190896,0.0,1185560,5336,11.0,20564030,0.0,20361895,202135,0.4,3899540,0.0,3868401,31139,0.0,3899540,0.0,3868401,31139,0.0,2787153,0.0,2777498,9655,0.0,1112387,0.0,1090903,21484,0.0,0,0.0,0,0,0.0,16664490,0.0,16493494,170996,0.5,7045772,0.0,7015370,30401,0.7,5245817,0.0,5133118,112699,0.0,0,0.0,0,0,0.0,65194,0.9,38877,26317,2.3,3325010,0.0,3323431,1579,0.0,982698,0.0,982698,0,0.0,9131981,0.0,9131774,207,0.0,0,0.0,0,0,0.0,9131981,0.0,9131774,207,0.0,268012,0.0,266290,1722,2.9,224893,0.0,223594,1299,3.9,43119,0.0,42696,423,0.0,137044,0.0,134829,2215,1.3,0,0.0,9560633,0,0.0,0,0.0,43689185,0,0.0
0400000US19,19,Iowa,1212891,0.0,1210701,2190,0.0,474653,0.0,474572,81,0.0,738238,0.0,736129,2109,0.0,135750,0.0,135547,203,0.0,602488,0.0,600582,1906,0.0,4427448,0.0,4421278,6170,0.0,2096100,0.0,2092115,3985,0.0,1944695,0.0,1941109,3586,0.0,49488,0.0,49314,174,0.0,101916,0.0,101692,224,0.0,30598784,0.0,30553135,45649,0.0,817424,0.0,814518,2906,0.0,113270,0.0,110814,2456,0.0,704154,0.0,703704,450,0.0,27339221,0.0,27297147,42074,0.0,3563905,0.0,3557775,6130,0.0,3537406,0.0,3531276,6130,0.0,2235561,0.0,2231177,4384,0.0,1301845,0.0,1300099,1746,0.0,26499,0.0,26499,0,0.0,23775316,0.0,23739372,35944,0.0,3633847,0.0,3629584,4263,0.0,6534260,0.0,6504734,29526,0.0,0,0.0,0,0,0.0,6065198,0.0,6063471,1727,0.0,7029740,0.0,7029621,119,0.0,512271,0.0,511962,309,0.0,2442139,0.0,2441470,669,0.0,23393,0.0,22994,399,0.0,2418746,0.0,2418476,270,0.0,243549,0.0,243252,297,0.0,170830,0.0,170606,224,0.0,72719,0.0,72646,73,0.0,113066,0.0,112875,191,0.0,0,0.0,7427861,0,0.0,0,0.0,35326817,0,0.0
0400000US20,20,Kansas,1137688,0.0,1098071,39617,0.0,349793,0.0,338499,11294,0.0,787895,0.0,759572,28323,0.0,501039,0.0,500507,532,0.0,286856,0.0,259065,27791,0.0,2896436,0.0,2605497,290939,0.0,1636749,0.0,1537226,99523,0.0,1512393,0.0,1418516,93877,0.0,58215,0.0,56971,1244,0.0,66142,0.0,61739,4403,0.0,17994498,0.0,16532360,1462138,0.0,507595,0.0,464651,42944,0.0,159348,0.0,156130,3218,0.0,348247,0.0,308521,39726,0.0,15623283,0.0,14312192,1311091,0.0,2416895,0.0,2264787,152108,0.0,2318735,0.0,2171293,147442,0.0,1794009,0.0,1760565,33444,0.0,524726,0.0,410728,113998,0.0,98160,0.0,93494,4666,0.0,13206388,0.0,12047405,1158983,0.0,1848932,0.0,1701024,147908,0.0,6420294,0.0,5689047,731247,0.0,0,0.0,0,0,0.0,20053,0.0,0,20053,0.0,4886262,0.0,4650936,235326,0.0,30847,0.0,6398,24449,0.0,1863620,0.0,1755517,108103,0.0,218657,0.0,217743,914,0.0,1644963,0.0,1537774,107189,0.0,203549,0.0,200286,3263,0.0,158434,0.0,155446,2988,0.0,45115,0.0,44840,275,0.0,93376,0.0,90314,3062,0.0,0,0.0,6509809,0,0.0,0,0.0,24328670,0,0.0
0400000US21,21,Kentucky,1998553,0.0,1955950,42603,0.0,611887,0.0,602142,9745,0.0,1386666,0.0,1353808,32858,0.0,896743,0.0,894601,2142,0.0,489923,0.0,459207,30716,0.0,4126675,0.0,4017874,108801,0.0,3632130,0.0,3567223,64907,0.0,3457179,0.0,3397170,60009,0.0,53923,0.0,53902,21,0.0,121028,0.0,116151,4877,0.0,30135433,0.0,29386161,749272,0.0,1379482,0.0,1318433,61049,0.0,59191,0.0,44012,15179,0.0,1320291,0.0,1274421,45870,0.0,26558179,0.0,25929557,628622,0.0,1435596,0.0,1372976,62620,0.0,928489,0.0,870180,58309,0.0,711095,0.0,710505,590,0.0,217394,0.0,159675,57719,0.0,507107,0.0,502796,4311,0.0,25122583,0.0,24556581,566002,0.0,5732868,0.0,5656370,76498,0.0,15841121,0.0,15439409,401712,0.0,387383,0.0,387383,0,0.0,4368,0.0,0,4368,0.0,3120748,0.0,3037325,83423,0.0,36095,0.0,36094,1,0.0,2197772,0.0,2138171,59601,0.0,1157775,0.0,1098184,59591,0.0,1039997,0.0,1039987,10,0.0,345906,0.0,344788,1118,0.0,223085,0.0,221968,1117,0.0,122821,0.0,122820,1,0.0,145315,0.0,143501,1814,0.0,0,0.0,8244306,0,0.0,0,0.0,56611376,0,0.0
0400000US22,22,Louisiana,4195030,0.0,4051432,143598,0.0,752964,0.0,723353,29611,0.0,3442066,0.0,3328079,113987,0.0,2024443,0.0,2019534,4909,0.0,1417623,0.0,1308545,109078,0.0,5627199,0.0,5313695,313504,0.0,4257476,0.0,4066487,190989,0.0,3902560,0.0,3725983,176577,0.0,163716,0.0,156265,7451,0.0,191200,0.0,184239,6961,0.0,44399795,0.0,41938911,2460884,0.0,2230802,0.0,2146681,84121,0.0,544595,0.0,508437,36158,0.0,1686207,0.0,1638244,47963,0.0,35796993,0.0,33510110,2286883,0.0,1236127,0.0,1023680,212447,0.0,1234126,0.0,1023306,210820,0.0,496159,0.0,354321,141838,0.0,737967,0.0,668985,68982,0.0,2001,0.0,374,1627,0.0,34560866,0.0,32486430,2074436,0.0,3874170,0.0,3446532,427638,0.0,17628117,0.0,16513356,1114761,0.0,2101,0.0,2101,0,0.0,333398,0.0,260203,73195,0.0,11317735,0.0,10927771,389964,0.0,1405345,0.0,1336467,68878,0.0,6372000,0.0,6282120,89880,0.0,192882,0.0,185573,7309,0.0,6179118,0.0,6096547,82571,0.0,296015,0.0,282962,13053,0.0,198514,0.0,188031,10483,0.0,97501,0.0,94931,2570,0.0,174467,0.0,162160,12307,0.0,0,0.0,8082539,0,0.0,0,0.0,61041901,0,0.0
0400000US23,23,Maine,494539,0.0,494539,0,0.0,155006,0.0,155006,0,0.0,339533,0.0,339533,0,0.0,197230,0.0,197230,0,0.0,142303,0.0,142303,0,0.0,1843776,0.0,1843776,0,0.0,876191,0.0,876191,0,0.0,795296,0.0,795296,0,0.0,29193,0.0,29193,0,0.0,51702,0.0,51702,0,0.0,12890133,0.0,12890133,0,0.0,31021,0.0,31021,0,0.0,5794,0.0,5794,0,0.0,25227,0.0,25227,0,0.0,11487690,0.0,11487690,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,11487690,0.0,11487690,0,0.0,0,0.0,0,0,0.0,3967803,0.0,3967803,0,0.0,0,0.0,0,0,0.0,7254537,0.0,7254537,0,0.0,0,0.0,0,0,0.0,265350,0.0,265350,0,0.0,1371422,0.0,1371422,0,0.0,0,0.0,0,0,0.0,1371422,0.0,1371422,0,0.0,60438,0.0,60438,0,0.0,50782,0.0,50782,0,0.0,9656,0.0,9656,0,0.0,41135,0.0,41135,0,0.0,0,0.0,1481300,0,0.0,0,0.0,186700,0,0.0
0400000US24,24,Maryland,3217731,0.0,2443609,774122,0.0,864594,0.0,736713,127881,0.0,2353137,0.0,1706896,646241,0.0,1015187,0.0,1011978,3209,0.0,1337950,0.0,694918,643032,0.0,7941042,0.0,5700408,2240634,0.0,4694377,0.0,3335653,1358724,0.0,4193454,0.0,2991513,1201941,0.0,73741,0.0,38894,34847,0.0,427182,0.0,305246,121936,0.0,61946129,0.0,46475220,15470909,0.0,3211829,0.0,2399111,812718,0.0,2593457,0.0,2399111,194346,0.0,618372,0.0,0,618372,0.0,42692408,0.0,30002519,12689889,0.0,5674038,0.0,4090675,1583363,0.0,5572823,0.0,4090675,1482148,0.0,4879804,0.0,4090675,789129,0.0,693019,0.0,0,693019,0.0,101215,0.0,0,101215,0.0,37018370,0.0,25911844,11106526,0.0,5510323,0.0,3187983,2322340,0.0,13507530,0.0,9495238,4012292,0.0,2381490,0.0,2381490,0,0.0,339605,0.0,0,339605,0.0,12102867,0.0,10847133,1255734,0.0,3176555,0.0,0,3176555,0.0,16041892,0.0,14073590,1968302,0.0,204845,0.0,10232,194613,0.0,15837047,0.0,14063358,1773689,0.0,298271,0.0,254659,43612,0.0,241458,0.0,200857,40601,0.0,56813,0.0,53802,3011,0.0,183828,0.0,144690,39138,0.0,0,0.0,10936488,0,0.0,0,0.0,61267855,0,0.0
0400000US25,25,Massachusetts,5033298,0.1,3272260,1761038,0.4,1963772,0.1,1388068,575704,0.3,3069526,0.2,1884192,1185334,0.5,1860836,0.0,1736148,124688,0.5,1208690,0.5,148044,1060646,0.5,14316639,0.0,11203095,3113544,0.1,6593012,0.2,4735491,1857521,0.7,5996776,0.2,4424792,1571984,0.9,190145,0.3,123927,66218,0.8,406097,0.2,186773,219324,0.4,73615256,0.0,54483339,19131917,0.0,1133052,2.1,315861,817191,2.9,898324,2.6,311409,586915,3.9,234728,0.4,4452,230276,0.5,63884946,0.2,48700128,15184818,0.6,3476162,1.1,2189408,1286754,3.1,3418259,1.2,2180838,1237421,3.2,586569,0.0,112772,473797,0.0,2831690,1.4,2068066,763624,5.2,57903,0.0,8570,49333,0.0,60408783,0.2,46510720,13898063,0.7,11301033,0.2,8998435,2302598,1.2,17342947,0.4,12766027,4576920,1.6,5614,0.0,391,5223,0.0,4686040,0.4,1451880,3234160,0.5,21127218,0.0,18173496,2953722,0.0,5945932,1.9,5120491,825441,13.7,8597259,1.2,5467350,3129909,3.2,4119673,0.0,3548302,571371,0.0,4477586,2.3,1919048,2558538,4.0,382554,0.1,249565,132989,0.2,310982,0.1,210898,100084,0.4,71572,0.3,38667,32905,0.6,211265,0.2,138521,72744,0.5,0,0.0,12937497,0,0.0,0,0.0,79963922,0,0.0
0400000US26,26,Michigan,3996173,0.1,3345604,650569,0.5,698979,0.1,565333,133646,0.7,3297194,0.1,2780271,516922,0.5,915255,0.1,903986,11269,5.7,2381939,0.1,1876285,505654,0.4,12852029,0.1,8972456,3879573,0.3,8059515,0.3,6481048,1578467,1.5,7787053,0.3,6370489,1416564,1.6,79149,0.8,39111,40038,1.7,193314,0.4,71448,121866,0.7,82797527,0.1,63911681,18885846,0.5,4837113,0.1,3999332,837781,0.8,1064081,0.3,782410,281671,1.3,3773032,0.1,3216922,556110,0.6,63669471,0.1,48226404,15443067,0.6,8471101,0.4,6922730,1548371,2.1,8360593,0.3,6908126,1452467,1.8,832426,0.0,376836,455590,0.0,7528167,0.4,6531290,996877,2.7,110508,6.9,14604,95904,8.0,55198370,0.1,41303674,13894696,0.5,19988437,0.1,17662688,2325749,0.8,20835913,0.5,12826829,8009084,1.3,291214,0.0,153976,137238,0.0,313294,15.3,1,313293,15.3,12216373,0.0,10520676,1695697,0.1,1553140,8.5,139504,1413636,9.3,14290943,0.2,11685945,2604998,0.9,1794499,0.4,1386802,407697,1.6,12496444,0.1,10299143,2197301,0.8,332100,0.1,292195,39905,0.7,297157,0.1,262521,34636,0.9,34943,0.3,29674,5269,2.1,366003,0.1,300084,65919,0.3,0,0.0,11124059,0,0.0,0,0.0,92602268,0,0.0
0400000US27,27,Minnesota,2060665,0.1,1972727,87938,2.5,902284,0.0,882237,20047,0.0,1158381,0.2,1090490,67891,3.3,277380,0.8,244792,32588,6.5,881001,0.0,845698,35303,1.2,9894855,0.0,9564654,330201,0.5,4392756,0.1,4202326,190430,2.5,4218306,0.1,4041317,176989,2.6,69009,0.0,67154,1855,0.8,105441,0.1,93855,11586,0.8,60586000,0.0,59060998,1525002,0.3,1621116,0.3,1562835,58281,8.4,46792,3.3,13063,33729,4.5,1574325,0.3,1549772,24553,20.1,52303818,0.0,50964538,1339280,0.4,47521,2.8,0,47521,2.8,47504,2.8,0,47504,2.8,31967,0.0,0,31967,0.0,15537,8.5,0,15537,8.5,17,0.0,0,17,0.0,52256298,0.0,50964538,1291760,0.3,14161924,0.0,13889110,272814,0.5,27468144,0.0,26798171,669973,0.1,0,0.0,0,0,0.0,42464,10.0,0,42464,10.0,9604075,0.0,9303099,300976,0.0,979690,0.0,974158,5532,0.0,6661065,0.0,6533625,127440,0.0,99506,0.0,0,99506,0.0,6561559,0.0,6533625,27934,0.0,537373,0.1,525789,11584,2.6,293613,0.1,286872,6741,3.6,243760,0.0,238917,4843,1.4,201600,0.1,195469,6131,1.7,0,0.0,13351442,0,0.0,0,0.0,70446880,0,0.0
0400000US28,28,Mississippi,1556670,0.0,1556670,0,0.0,551777,0.0,551777,0,0.0,1004893,0.0,1004893,0,0.0,373763,0.0,373763,0,0.0,631130,0.0,631130,0,0.0,4073543,0.0,4073543,0,0.0,2386870,0.0,2386870,0,0.0,2164293,0.0,2164293,0,0.0,121599,0.0,121599,0,0.0,100978,0.0,100978,0,0.0,25904069,0.0,25904069,0,0.0,863691,0.0,863691,0,0.0,758422,0.0,758422,0,0.0,105269,0.0,105269,0,0.0,24973385,0.0,24973385,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,24973385,0.0,24973385,0,0.0,4888100,0.0,4888100,0,0.0,7439790,0.0,7439790,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,8923399,0.0,8923399,0,0.0,3722096,0.0,3722096,0,0.0,66993,0.0,66993,0,0.0,0,0.0,0,0,0.0,66993,0.0,66993,0,0.0,294711,0.0,294711,0,0.0,162044,0.0,162044,0,0.0,132667,0.0,132667,0,0.0,96301,0.0,96301,0,0.0,0,0.0,5867886,0,0.0,0,0.0,37821735,0,0.0
0400000US29,29,Missouri,2866260,0.2,2446301,419959,1.2,953813,0.1,851177,102636,0.8,1912447,0.3,1595124,317323,1.7,663880,0.1,660142,3738,20.9,1248567,0.5,934982,313585,1.9,10461546,0.3,9357561,1103985,2.7,5176587,0.2,4517739,658848,1.7,4214046,0.3,3612889,601157,1.8,99054,0.2,83605,15449,1.1,863488,0.1,821245,42243,1.9,73944100,0.2,65767980,8176120,1.7,5294637,2.2,4449267,845370,13.7,251562,2.3,152707,98855,5.8,5043075,2.4,4296560,746515,16.0,51943559,0.2,45087524,6856035,1.5,12914322,0.1,12404476,509846,3.0,12901480,0.1,12401122,500358,3.1,12443685,0.1,12128855,314830,5.8,457795,2.9,272267,185528,7.1,12842,19.5,3354,9488,26.3,39029237,0.2,32683048,6346189,1.5,4493042,0.7,3472797,1020245,3.0,21412353,0.3,18436335,2976018,1.9,45122,0.0,1495,43627,0.0,499654,1.1,63416,436238,1.2,10530934,0.1,9820491,710443,1.3,2048133,3.6,888514,1159619,6.3,16705903,0.0,16231189,474714,0.5,7800119,0.0,7705101,95018,0.6,8905784,0.0,8526088,379696,0.5,340260,0.2,297877,42383,1.6,264492,0.3,232470,32022,2.1,75768,0.2,65407,10361,1.5,183848,0.2,155796,28052,1.5,0,0.0,10659251,0,0.0,0,0.0,67525345,0,0.0
0400000US30,30,Montana,429648,0.0,429527,121,0.0,199801,0.0,199801,0,0.0,229847,0.0,229726,121,0.0,143456,0.0,143387,69,0.0,86391,0.0,86339,52,0.0,2215943,0.0,2215560,383,0.0,705748,0.0,705590,158,0.0,651201,0.0,651047,154,0.0,18829,0.0,18829,0,0.0,35719,0.0,35715,4,0.0,9830440,0.0,9830185,255,0.0,218336,0.0,218111,225,0.0,218265,0.0,218111,154,0.0,71,0.0,0,71,0.0,5660004,0.0,5659974,30,0.0,318644,0.0,318644,0,0.0,318643,0.0,318643,0,0.0,136114,0.0,136114,0,0.0,182529,0.0,182529,0,0.0,1,0.0,1,0,0.0,5341360,0.0,5341330,30,0.0,430320,0.0,430312,8,0.0,4316074,0.0,4316074,0,0.0,4,0.0,4,0,0.0,22,0.0,0,22,0.0,593797,0.0,593797,0,0.0,1143,0.0,1143,0,0.0,3952100,0.0,3952100,0,0.0,849771,0.0,849771,0,0.0,3102329,0.0,3102329,0,0.0,78580,0.0,78564,16,0.0,52309,0.0,52293,16,0.0,26271,0.0,26271,0,0.0,38226,0.0,38198,28,0.0,0,0.0,2082851,0,0.0,0,0.0,12416131,0,0.0
0400000US31,31,Nebraska,716806,0.0,483215,233591,0.0,290874,0.0,209790,81084,0.0,425932,0.0,273425,152507,0.0,84478,0.0,83960,518,0.0,341454,0.0,189465,151989,0.0,2246162,0.0,1798919,447243,0.0,908116,0.0,573628,334488,0.0,796246,0.0,495490,300756,0.0,80392,0.0,73776,6616,0.0,31478,0.0,4362,27116,0.0,15414188,0.0,11874655,3539533,0.0,455933,0.0,415701,40232,0.0,38791,0.0,7451,31340,0.0,417142,0.0,408250,8892,0.0,6826921,0.0,4209214,2617707,0.0,610097,0.0,465021,145076,0.0,563134,0.0,430561,132573,0.0,516060,0.0,413156,102904,0.0,47074,0.0,17405,29669,0.0,46963,0.0,34460,12503,0.0,6216824,0.0,3744193,2472631,0.0,1049329,0.0,729275,320054,0.0,3103174,0.0,2212167,891007,0.0,500301,0.0,500301,0,0.0,528593,0.0,0,528593,0.0,530822,0.0,222469,308353,0.0,504605,0.0,79981,424624,0.0,8131334,0.0,7249740,881594,0.0,166459,0.0,0,166459,0.0,7964875,0.0,7249740,715135,0.0,102523,0.0,87449,15074,0.0,73397,0.0,59757,13640,0.0,29126,0.0,27692,1434,0.0,32400,0.0,22902,9498,0.0,0,0.0,2564356,0,0.0,0,0.0,12446623,0,0.0
0400000US32,32,Nevada,1514903,0.0,1514903,0,0.0,109683,0.0,109683,0,0.0,1405220,0.0,1405220,0,0.0,206291,0.0,206291,0,0.0,1198929,0.0,1198929,0,0.0,5077380,0.0,5077380,0,0.0,1896045,0.0,1896045,0,0.0,1817228,0.0,1817228,0,0.0,23049,0.0,23049,0,0.0,55768,0.0,55768,0,0.0,34211123,0.0,34211123,0,0.0,1022827,0.0,1022827,0,0.0,35340,0.0,35340,0,0.0,987487,0.0,987487,0,0.0,31850544,0.0,31850544,0,0.0,6342554,0.0,6342554,0,0.0,6342554,0.0,6342554,0,0.0,3049084,0.0,3049084,0,0.0,3293470,0.0,3293470,0,0.0,0,0.0,0,0,0.0,25507990,0.0,25507990,0,0.0,2424776,0.0,2424776,0,0.0,14292875,0.0,14292875,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,7678699,0.0,7678699,0,0.0,1111640,0.0,1111640,0,0.0,1337752,0.0,1337752,0,0.0,0,0.0,0,0,0.0,1337752,0.0,1337752,0,0.0,115227,0.0,115227,0,0.0,100562,0.0,100562,0,0.0,14665,0.0,14665,0,0.0,55287,0.0,55287,0,0.0,0,0.0,5113821,0,0.0,0,0.0,44002610,0,0.0
