01000000003401X01       375209595MA
02200200110000Z03         145959571
02200200110000Z04         124959571
02200200110000Z05          20959571
02200200110000Z08      264864959571
02200200110000Z09      274064959571
02200200110000Z10       82969959571
02200200110000Z68       177479595AD
02200200110000Z72        2869959571
02200200110000Z73        9690959571
02200200110000Z77      129245959571
02200200110000Z78       40437959571
02200200110000Z79       39698959571
02200200110000Z81      254886959571
02200200110000Z82       121469595AD
02200200110000Z83       104589595AD
02200200110000Z88        1252959571
02200200110000Z89       55445959571
02200200110000Z93        1705959571
02200200110000Z96       14584959571
03000000007801V87        20039595AD
03000000007801X01       333389595AD
03000000007801X02        20039595AD
03000000007801X05       315949595AD
03000000007801X06        3326959571
03000000007801X08      194625959571
03000000007801X11       83992959571
03000000007801X12        2173959571
03000000007801X21      193547959571
03000000007801X30      597447959571
03000000007801X33      271269959571
03000000007801X40      263330959571
03000000007801X41     10344279595MA
03000000007801X47       34992959571
03000000007801Z01       11971959571
03000000007801Z03        2914959571
03000000007801Z04         471959571
03000000007801Z05         574959571
03000000007801Z08     58316979595AD
03000000007801Z09      7284659595AD
03000000007801Z10      5685619595AD
03000000007801Z68      193444959571
03000000007801Z72       36829959571
03000000007801Z73       79968959571
03000000007801Z75       106649595MA
03000000007801Z76        13079595MA
03000000007801Z77      272608959571
03000000007801Z78     1249064959571
03000000007801Z79      2633309595MA
03000000007801Z81     2123743959571
03000000007801Z82       34992959571
03000000007801Z88         1039595AD
03000000007801Z89      326178959571
03000000007801Z91        31119595AD
03000000007801Z93         8029595AD
03000000007801Z96       80939959571
03000000007801Z99        13239595AD
03000000009001X01      1183709595AD
03000000009001X02       401909595AD
03000000009001X05      1183709595AD
03000000009001X06       40190959571
03000000009001X08      972849959571
03000000009001X11      4835739595AD
03000000009001X12       360949595AD
03000000009001X21      689054959571
03000000009001X30     3136135959571
03000000009001X33     14407439595AD
03000000009001X40      305621959571
03000000009001X41     66974789595AD
03000000009001X42      1930009595AD
03000000009001X46       215399595AD
03000000009001Z01      155444959571
03000000009001Z02       329329595AD
03000000009001Z03       44622959571
03000000009001Z04        2132959571
03000000009001Z05         3109595AD
03000000009001Z06         510959571
03000000009001Z07          359595AD
03000000009001Z08    37280007959571
03000000009001Z09     24039389595AD
03000000009001Z10      2589939595AD
03000000009001Z11     2261049959571
03000000009001Z12      5999829595AD
03000000009001Z68      6882479595MA
03000000009001Z72      1623539595MC
03000000009001Z73      3287779595MC
03000000009001Z75      115609959571
03000000009001Z76       39835959571
03000000009001Z77      3147079595AD
03000000009001Z78     80932779595AD
03000000009001Z79      3056219595AD
03000000009001Z81    110428279595BC
03000000009001Z82       215399595CT
03000000009001Z88         8079595AD
03000000009001Z89     16953929595MA
03000000009001Z93       173019595AD
03000000009001Z96      4817199595AD
03000000009001Z99       401909595MC
03000000090001X01        15589595AD
03000000090001X02         6799595MC
03000000090001X05        4609959571
03000000090001X06        12949595CT
03000000090001X08        9446959571
03000000090001X11        8719959571
03000000090001X12         197959571
03000000090001X21       15341959571
03000000090001X30       39760959571
03000000090001X33       18673959571
03000000090001X40       17647959571
03000000090001X41       72111959571
03000000090001X47        1290959571
03000000090001Z01         725959571
03000000090001Z03         368959571
03000000090001Z04          16959571
03000000090001Z05          82959571
03000000090001Z08      6124509595AD
03000000090001Z09       507249595AD
03000000090001Z10       872939595AD
03000000090001Z68       15314959571
03000000090001Z72        2822959571
03000000090001Z73        5756959571
03000000090001Z75         4829595MA
03000000090001Z76         2439595MA
03000000090001Z77       18410959571
03000000090001Z78      100985959571
03000000090001Z79       17647959571
03000000090001Z81      146149959571
03000000090001Z82        1290959571
03000000090001Z88          279595AD
03000000090001Z89       21087959571
03000000090001Z91         6949595AD
03000000090001Z93          74959571
03000000090001Z96        1562959571
03000000090001Z99         6159595MA
03200701010000X01       13394959571
03200701010000X04       20607959571
03200701010000X08       44414959571
03200701010000X11       28066959571
03200701010000X12        2102959571
03200701010000X21       29384959571
03200701010000X30      242931959571
03200701010000X33      2429319595AD
03200701010000X40       90317959571
03200701010000X41      281458959571
03200701010000Z01        7603959571
03200701010000Z02         209959571
03200701010000Z03        2024959571
03200701010000Z04         147959571
03200701010000Z05         432959571
03200701010000Z06         327959571
03200701010000Z07          189595AD
03200701010000Z08     2064833959571
03200701010000Z09       99083959571
03200701010000Z10      184500959571
03200701010000Z11     1774000959571
03200701010000Z12      2160009595AD
03200701010000Z68       29384959571
03200701010000Z72        5687959571
03200701010000Z73       23830959571
03200701010000Z77       921549595AD
03200701010000Z78      3521639595AD
03200701010000Z79       90317959571
03200701010000Z81      644090959571
03200701010000Z93        1655959571
03200701010000Z96       14897959571
03201000210000X01        4901959571
03201000210000X04        7626959571
03201000210000X08       22427959571
03201000210000X11       10995959571
03201000210000X12        12859595AD
03201000210000X21       15257959571
03201000210000X30       53682959571
03201000210000X40        3657959571
03201000210000X41       99952959571
03201000210000X44       40541959571
03201000210000X46       15304959571
03201000210000Z01        3284959571
03201000210000Z02          45959571
03201000210000Z03         893959571
03201000210000Z04         132959571
03201000210000Z05         106959571
03201000210000Z06          15959571
03201000210000Z08      849716959571
03201000210000Z09       41851959571
03201000210000Z10       60882959571
03201000210000Z11      107092959571
03201000210000Z68       152579595AD
03201000210000Z72       10066959571
03201000210000Z77        36579595AD
03201000210000Z78      154444959571
03201000210000Z79        3657959571
03201000210000Z81      228393959571
03201000210000Z82       15304959571
03201000210000Z83       405419595AD
03201000210000Z89       53682959571
03201000210000Z93        1150959571
03201000210000Z96       12361959571
03400702410000X08       25971959571
03400702410000X11       17852959571
03400702410000X21       19618959571
03400702410000X30       47738959571
03400702410000X33       11789959571
03400702410000X40       34171959571
03400702410000X41      175731959571
03400702410000X44       23014959571
03400702410000X47       29310959571
03400702410000Z01        4147959571
03400702410000Z03        1707959571
03400702410000Z05         255959571
03400702410000Z08     1369014959571
03400702410000Z10      179989959571
03400702410000Z67        3734959571
03400702410000Z68       19618959571
03400702410000Z72        5475959571
03400702410000Z73        9726959571
03400702410000Z77       27878959571
03400702410000Z78      215278959571
03400702410000Z79       30437959571
03400702410000Z81      329582959571
03400702410000Z82       29310959571
03400702410000Z83       230149595AD
03400702410000Z89       35949959571
03400702410000Z93        2327959571
03400702410000Z96       10770959571
04000000003401X01         723959571
04000000003401X02         989959571
04000000003401X05       14844959571
04000000003401X06       64875959571
04000000003401X08      131328959571
04000000003401X11       66994959571
04000000003401X12         991959571
04000000003401X21      134355959571
04000000003401X30      646845959571
04000000003401X33      2346259595AD
04000000003401X35        9855959571
04000000003401X40      428392959571
04000000003401X41      919084959571
04000000003401X46       11822959571
04000000003401Z01       42046959571
04000000003401Z02        2441959571
04000000003401Z03       10276959571
04000000003401Z04         940959571
04000000003401Z05         467959571
04000000003401Z06           49595AD
04000000003401Z07           49595AD
04000000003401Z08     5346515959571
04000000003401Z09      357454959571
04000000003401Z10      140195959571
04000000003401Z11        33639595AD
04000000003401Z12       180479595AD
04000000003401Z67      377887959571
04000000003401Z72       17797959571
04000000003401Z73       72636959571
04000000003401Z75       16529959571
04000000003401Z76       25517959571
04000000003401Z77      442695959571
04000000003401Z78     1145232959571
04000000003401Z79       50505959571
04000000003401Z81     2150353959571
04000000003401Z82       11822959571
04000000003401Z87      132010959571
04000000003401Z88        2345959571
04000000003401Z89      412220959571
04000000003401Z93       104709595AD
04000000003401Z96       40895959571
04000000003401Z99       648759595AD
04000000004301X01       327939595MA
04000000004301X02        14439595AD
04000000004301X05      1225469595MA
04000000004301X06       12715959571
04000000004301X08      252258959571
04000000004301X11      155608959571
04000000004301X12        4275959571
04000000004301X21      268914959571
04000000004301X30      638948959571
04000000004301X33       11019959571
04000000004301X35        3125959571
04000000004301X40      471956959571
04000000004301X41     1450025959571
04000000004301X42      150264959571
04000000004301X44      438127959571
04000000004301X46        9245959571
04000000004301X47        12759595AD
04000000004301Z01       58876959571
04000000004301Z02       34334959571
04000000004301Z03       11297959571
04000000004301Z04        1008959571
04000000004301Z05         424959571
04000000004301Z08    11258992959571
04000000004301Z09      759650959571
04000000004301Z10      227872959571
04000000004301Z67      194775959571
04000000004301Z68      262740959571
04000000004301Z72      161283959571
04000000004301Z75       565219595MA
04000000004301Z76        23559595MA
04000000004301Z77      286594959571
04000000004301Z78     2009635959571
04000000004301Z79      277181959571
04000000004301Z81     3431879959571
04000000004301Z82       10520959571
04000000004301Z83      4368399595AD
04000000004301Z84        1288959571
04000000004301Z87        3000959571
04000000004301Z88        3174959571
04000000004301Z89      627929959571
04000000004301Z91      110758959571
04000000004301Z93       107749595AD
04000000004301Z96      201733959571
04000000004301Z99       127159595AD
04000000090001X02        6674959571
04000000090001X06       14120959571
04000000090001X08       36378959571
04000000090001X11       19933959571
04000000090001X12        1215959571
04000000090001X21       33835959571
04000000090001X30       82728959571
04000000090001X33       45478959571
04000000090001X40      121576959571
04000000090001X41      219598959571
04000000090001Z01        4082959571
04000000090001Z02          94959571
04000000090001Z03        1370959571
04000000090001Z04         228959571
04000000090001Z05         273959571
04000000090001Z06          32959571
04000000090001Z08     1411268959571
04000000090001Z09      150017959571
04000000090001Z10      125309959571
04000000090001Z11      107731959571
04000000090001Z68       33765959571
04000000090001Z72        1965959571
04000000090001Z73       17132959571
04000000090001Z76        4082959571
04000000090001Z77      125067959571
04000000090001Z78      250773959571
04000000090001Z79      121576959571
04000000090001Z81      4577379595BC
04000000090001Z88          70959571
04000000090001Z89       37250959571
04000000090001Z91       11619959571
04000000090001Z93        1057959571
04000000090001Z96       28900959571
04000000090001Z99       14120959571
04000000090101X02          68959571
04000000090101X06        5243959571
04000000090101X08        4286959571
04000000090101X11        4560959571
04000000090101X21        2336959571
04000000090101X30       58860959571
04000000090101X33        79709595AD
04000000090101X40        94679595AD
04000000090101X41       54558959571
04000000090101Z01         494959571
04000000090101Z02          14959571
04000000090101Z03         170959571
04000000090101Z04          19959571
04000000090101Z05          68959571
04000000090101Z08      335441959571
04000000090101Z09       23345959571
04000000090101Z10       43562959571
04000000090101Z67        94679595AD
04000000090101Z72        1044959571
04000000090101Z73        3169959571
04000000090101Z76         494959571
04000000090101Z77        96939595AD
04000000090101Z78       64241959571
04000000090101Z81      125221959571
04000000090101Z87        2307959571
04000000090101Z88          29959571
04000000090101Z89       50890959571
04000000090101Z93         370959571
04000000090101Z96          73959571
04000000090101Z99        5243959571
04200100510000X01          25959571
04200100510000X04         199959571
04200100510000X08         244959571
04200100510000X11         171959571
04200100510000X12           5959571
04200100510000X21         360959571
04200100510000X30        4751959571
04200100510000X33        4751959571
04200100510000Z01          22959571
04200100510000Z03          15959571
04200100510000Z04           4959571
04200100510000Z05           8959571
04200100510000Z08        7245959571
04200100510000Z09        2948959571
04200100510000Z10        3283959571
04200100510000Z73         244959571
04200100510000Z81        5111959571
04200100510000Z87         360959571
04200401010000X01          58959571
04200401010000X04         191959571
04200401010000X05         124959571
04200401010000X08         345959571
04200401010000X11         117959571
04200401010000X21          28959571
04200401010000X44        5725959571
04200401010000Z01          25959571
04200401010000Z03           4959571
04200401010000Z04           3959571
04200401010000Z05           4959571
04200401010000Z08        3061959571
04200401010000Z09        4443959571
04200401010000Z10        1376959571
04200401010000Z72         248959571
04200401010000Z73          679595AD
04200401010000Z81        5753959571
04200401010000Z83        5725959571
04200401010000Z88          28959571
04200401010000Z93          37959571
04200401010000Z96          30959571
04200800410000X01           3959571
04200800410000X04           8959571
04200800410000X05          15959571
04200800410000X11          10959571
04200800410000X12           29595AD
04200800410000X21         123959571
04200800410000Z01           4959571
04200800410000Z02          209595AD
04200800410000Z03          15959571
04200800410000Z05           5959571
04200800410000Z08         575959571
04200800410000Z10         150959571
04200800410000Z81         123959571
04200800410000Z87         107959571
04200800410000Z88          16959571
04200800410000Z93           1959571
04201600710000X01          399595AD
04201600710000X04         2009595AD
04201600710000X05         1409595AD
04201600710000X08         3589595AD
04201600710000X11         3479595AD
04201600710000X21        28499595AD
04201600710000X30        25549595AD
04201600710000X33         9749595AD
04201600710000X40         2619595AD
04201600710000Z01          229595AD
04201600710000Z03          329595AD
04201600710000Z04           89595AD
04201600710000Z05           79595AD
04201600710000Z08       210419595AD
04201600710000Z09        55359595AD
04201600710000Z10        23619595AD
04201600710000Z67         2619595AD
04201600710000Z73         3589595AD
04201600710000Z77         2619595AD
04201600710000Z81        56649595AD
04201600710000Z87        26739595AD
04201600710000Z88         1769595AD
04201600710000Z89        15809595AD
04201600710000Z93           69595AD
04201600710100X01          299595AD
04201600710100X04         2799595AD
04201600710100X05         1339595AD
04201600710100X08         3159595AD
04201600710100X11         2959595AD
04201600710100X21        54169595AD
04201600710100X30         8059595AD
04201600710100Z01          349595AD
04201600710100Z03          179595AD
04201600710100Z04           79595AD
04201600710100Z05           29595AD
04201600710100Z08       189249595AD
04201600710100Z09        66529595AD
04201600710100Z10        11099595AD
04201600710100Z73         3159595AD
04201600710100Z81        62219595AD
04201600710100Z87        53069595AD
04201600710100Z88         1109595AD
04201600710100Z89         8059595AD
04201600710100Z93           29595AD
04201700510000X01          13959571
04201700510000X04          13959571
04201700510000X05          50959571
04201700510000X11          119595BC
04201700510000X12           4959571
04201700510000X21         528959571
04201700510000Z01          12959571
04201700510000Z03           2959571
04201700510000Z06           19595AD
04201700510000Z08         740959571
04201700510000Z11        42079595AD
04201700510000Z81         528959571
04201700510000Z87         500959571
04201700510000Z88          28959571
04201800810000X01          37959571
04201800810000X04          97959571
04201800810000X05          60959571
04201800810000X08         123959571
04201800810000X11         328959571
04201800810000X21          53959571
04201800810000X30         482959571
04201800810000X40         151959571
04201800810000X41         894959571
04201800810000Z01          20959571
04201800810000Z03          30959571
04201800810000Z04           1959571
04201800810000Z05           6959571
04201800810000Z08       26895959571
04201800810000Z09         325959571
04201800810000Z10        1375959571
04201800810000Z67          51959571
04201800810000Z72          16959571
04201800810000Z73          56959571
04201800810000Z77         1519595AD
04201800810000Z78        12389595AD
04201800810000Z79         100959571
04201800810000Z81        1580959571
04201800810000Z88          53959571
04201800810000Z89         482959571
04201800810000Z91          19959571
04201800810000Z93          26959571
04201800810000Z96          70959571
04202300110000X01          43959571
04202300110000X04         177959571
04202300110000X05          709595AD
04202300110000X11          81959571
04202300110000X21        1349959571
04202300110000X30         311959571
04202300110000X41         385959571
04202300110000Z01          32959571
04202300110000Z03           8959571
04202300110000Z08        6759959571
04202300110000Z81        2045959571
04202300110000Z87        12229595AD
04202300110000Z88         1279595AD
04202300110000Z89         311959571
04202300110000Z93           5959571
04202800310000X01          19959571
04202800310000X04          57959571
04202800310000X05          51959571
04202800310000X08          67959571
04202800310000X11         104959571
04202800310000X21        1441959571
04202800310000X30         500959571
04202800310000Z01          13959571
04202800310000Z03          15959571
04202800310000Z05          10959571
04202800310000Z08        7415959571
04202800310000Z10        1284959571
04202800310000Z73          67959571
04202800310000Z81        1941959571
04202800310000Z87        1409959571
04202800310000Z88          32959571
04202800310000Z89         500959571
04203000210000X01           4959571
04203000210000X04          20959571
