01000000003401X01       375209595MA
10201300110000Z81        3159959571
10201300110000Z89         825959571
10201300110000Z91          279595AD
10201300110000Z93          51959571
10201300210000X01          97959571
10201300210000X04         193959571
10201300210000X11          47959571
10201300210000X12         603959571
10201300210000X21           8959571
10201300210000X30         808959571
10201300210000X40        2163959571
10201300210000Z01          72959571
10201300210000Z03           5959571
10201300210000Z04           4959571
10201300210000Z05       28615959571
10201300210000Z08      2434869595BC
10201300210000Z09        2398959571
10201300210000Z10        1383959571
10201300210000Z79        2163959571
10201300210000Z81        2979959571
10201300210000Z88           8959571
10201300210000Z89         808959571
10201300210000Z93          29959571
10201300410000X01         148959571
10201300410000X04        5756959571
10201300410000X08        9438959571
10201300410000X11        8327959571
10201300410000X12           2959571
10201300410000X21         726959571
10201300410000X30       30136959571
10201300410000X40        4163959571
10201300410000X41       41449959571
10201300410000X44       34147959571
10201300410000Z01         798959571
10201300410000Z02           3959571
10201300410000Z03         336959571
10201300410000Z04          55959571
10201300410000Z05          64959571
10201300410000Z08      586375959571
10201300410000Z09       88252959571
10201300410000Z10       46556959571
10201300410000Z68         677959571
10201300410000Z72        1240959571
10201300410000Z73        6499959571
10201300410000Z77        3372959571
10201300410000Z78       50390959571
10201300410000Z79        41639595AD
10201300410000Z81      110621959571
10201300410000Z84       34147959571
10201300410000Z88          49959571
10201300410000Z89       30136959571
10201300410000Z93         363959571
10201300410000Z96        1699959571
10201300810000X01        3877959571
10201300810000X04        8255959571
10201300810000X08       16230959571
10201300810000X11        8709959571
10201300810000X12        5519959571
10201300810000X21       18440959571
10201300810000X30      168710959571
10201300810000X40       37034959571
10201300810000X41       48262959571
10201300810000X44        9832959571
10201300810000Z01        1470959571
10201300810000Z03         308959571
10201300810000Z04          40959571
10201300810000Z05          23959571
10201300810000Z08      5488569595MA
10201300810000Z09       712809595AD
10201300810000Z10       409869595AD
10201300810000Z73       162309595MA
10201300810000Z77       34830959571
10201300810000Z78       49419959571
10201300810000Z79       37034959571
10201300810000Z81      282278959571
10201300810000Z83        9832959571
10201300810000Z88       18440959571
10201300810000Z89      168710959571
10201300810000Z93       10395959571
10201301010000X01          36959571
10201301010000X04         346959571
10201301010000X05         114959571
10201301010000X08         530959571
10201301010000X11         124959571
10201301010000X12           2959571
10201301010000X21         677959571
10201301010000X30        1188959571
10201301010000X33        1188959571
10201301010000X40        3369959571
10201301010000X41        1625959571
10201301010000Z01          80959571
10201301010000Z02           1959571
10201301010000Z03           7959571
10201301010000Z04           1959571
10201301010000Z05           1959571
10201301010000Z08        8455959571
10201301010000Z09         950959571
10201301010000Z10         948959571
10201301010000Z68         677959571
10201301010000Z72          51959571
10201301010000Z73         442959571
10201301010000Z77        3399959571
10201301010000Z78        1977959571
10201301010000Z79        3369959571
10201301010000Z81        6859959571
10201301010000Z93          59959571
10201301010000Z96          37959571
10201301310000X01        7909959571
10201301310000X04        9296959571
10201301310000X08       38212959571
10201301310000X11       23787959571
10201301310000X12         583959571
10201301310000X21       38620959571
10201301310000X30      170395959571
10201301310000X40       44885959571
10201301310000X41      273077959571
10201301310000X44        3320959571
10201301310000X46          70959571
10201301310000X47       15980959571
10201301310000Z01        1695959571
10201301310000Z03         910959571
10201301310000Z04         256959571
10201301310000Z06          20959571
10201301310000Z08     1743528959571
10201301310000Z09      301156959571
10201301310000Z11       48756959571
10201301310000Z68       38604959571
10201301310000Z72        4517959571
10201301310000Z73       16047959571
10201301310000Z77       43929959571
10201301310000Z78      298024959571
10201301310000Z79       44885959571
10201301310000Z81      546347959571
10201301310000Z82       16050959571
10201301310000Z84        3320959571
10201301310000Z88          16959571
10201301310000Z89      170395959571
10201301310000Z93        1393959571
10201301310000Z96       17648959571
10201301310100X01        5799959571
10201301310100X04        9317959571
10201301310100X08       19470959571
10201301310100X11       19817959571
10201301310100X12        1801959571
10201301310100X21       28843959571
10201301310100X30       79423959571
10201301310100X33       38876959571
10201301310100X40       41843959571
10201301310100X41      119154959571
10201301310100X42           59595AD
10201301310100X46          55959571
10201301310100Z03        1667959571
10201301310100Z04          58959571
10201301310100Z05           7959571
10201301310100Z06           8959571
10201301310100Z07           1959571
10201301310100Z08     1507779959571
10201301310100Z09       52460959571
10201301310100Z10        6331959571
10201301310100Z11      102836959571
10201301310100Z12       33547959571
10201301310100Z68       28745959571
10201301310100Z72        2794959571
10201301310100Z73        8462959571
10201301310100Z77       44335959571
10201301310100Z78      163573959571
10201301310100Z79       41843959571
10201301310100Z81      269323959571
10201301310100Z82          55959571
10201301310100Z88          98959571
10201301310100Z89       40547959571
10201301310100Z93        1016959571
10201301310100Z96        8214959571
10201301510000X01         2149595MA
10201301510000X04         2269595MA
10201301510000X05          229595MA
10201301510000X08         3459595CT
10201301510000X11         3199595MA
10201301510000X12         1009595MA
10201301510000X21          409595AD
10201301510000X44        87309595CT
10201301510000X47         3849595MA
10201301510000Z01          86959571
10201301510000Z02           39595AD
10201301510000Z03          39959571
10201301510000Z04           2959571
10201301510000Z06           19595AD
10201301510000Z08       271329595AD
10201301510000Z11        58219595AD
10201301510000Z68          409595AD
10201301510000Z73         4589595MA
10201301510000Z81        91549595CT
10201301510000Z82         3849595CT
10201301510000Z83        51659595MA
10201301510000Z84        35659595MA
10201301510000Z91         1139595AD
10201301510000Z93          879595MA
10201301710000X01          89959571
10201301710000X04         118959571
10201301710000X08          44959571
10201301710000X11         108959571
10201301710000X12          22959571
10201301710000X21         209959571
10201301710000X30        1190959571
10201301710000X40         479959571
10201301710000X41        1235959571
10201301710000Z01          46959571
10201301710000Z02          119595AD
10201301710000Z03           8959571
10201301710000Z04           3959571
10201301710000Z08        6393959571
10201301710000Z09        3500959571
10201301710000Z77         478959571
10201301710000Z78        1343959571
10201301710000Z79         479959571
10201301710000Z81        3113959571
10201301710000Z88         209959571
10201301710000Z89        1190959571
10201301710000Z93          56959571
10201301710000Z96          449595AD
10201301810000X01         616959571
10201301810000X04         554959571
10201301810000X05         283959571
10201301810000X08         676959571
10201301810000X11        1847959571
10201301810000X12        1909959571
10201301810000X21         567959571
10201301810000X30        3492959571
10201301810000X40       10985959571
10201301810000X41        6864959571
10201301810000Z01         386959571
10201301810000Z03         148959571
10201301810000Z06          30959571
10201301810000Z08      149134959571
10201301810000Z09        4769959571
10201301810000Z11      157497959571
10201301810000Z67        2473959571
10201301810000Z68         4859595AD
10201301810000Z72         316959571
10201301810000Z73        1269959571
10201301810000Z77       10023959571
10201301810000Z78       17836959571
10201301810000Z79        8512959571
10201301810000Z81       21908959571
10201301810000Z88          82959571
10201301810000Z89        3492959571
10201301810000Z91         9099595AD
10201301810000Z93         199959571
10201301810100X01         248959571
10201301810100X04         592959571
10201301810100X08          96959571
10201301810100X11         114959571
10201301810100X12         1329595AD
10201301810100X21         670959571
10201301810100X30        2347959571
10201301810100X33        1201959571
10201301810100X40         859959571
10201301810100X41        2935959571
10201301810100Z01          88959571
10201301810100Z03           89595AD
10201301810100Z04           1959571
10201301810100Z05           2959571
10201301810100Z06          209595AD
10201301810100Z08        40299595AD
10201301810100Z09        1871959571
10201301810100Z10        3616959571
10201301810100Z11       109989595AD
10201301810100Z68         6369595AD
10201301810100Z72          72959571
10201301810100Z73         446959571
10201301810100Z77         863959571
10201301810100Z78        3372959571
10201301810100Z79         859959571
10201301810100Z81        6811959571
10201301810100Z88          34959571
10201301810100Z89        1146959571
10201301810100Z91         4229595AD
10201301810100Z93         123959571
10201302210000X01          95959571
10201302210000X04         168959571
10201302210000X08          83959571
10201302210000X11         172959571
10201302210000X12           3959571
10201302210000X21         508959571
10201302210000X30        1447959571
10201302210000X40         854959571
10201302210000X41         837959571
10201302210000Z01          56959571
10201302210000Z03        6153959571
10201302210000Z04        6815959571
10201302210000Z05        1026959571
10201302210000Z68         5089595AD
10201302210000Z77         647959571
10201302210000Z78         948959571
10201302210000Z79         854959571
10201302210000Z81        3646959571
10201302210000Z89        1447959571
10201302210000Z91          25959571
10201302210000Z96         108959571
10201400110000X01          18959571
10201400110000X04          24959571
10201400110000X05          19959571
10201400110000X11          18959571
10201400110000X21         196959571
10201400110000X30         517959571
10201400110000X33         517959571
10201400110000X44          209595AD
10201400110000Z01          14959571
10201400110000Z03           4959571
10201400110000Z08        1472959571
10201400110000Z81         733959571
10201400110000Z84          209595AD
10201400110000Z87          21959571
10201400110000Z88         175959571
10201400110100X01          19959571
10201400110100X04          10959571
10201400110100X05          36959571
10201400110100X08           1959571
10201400110100X12           39595BC
10201400110100X21         245959571
10201400110100X30         642959571
10201400110100X33         642959571
10201400110100X40          809595AD
10201400110100X44          979595AD
10201400110100Z01          16959571
10201400110100Z68          67959571
10201400110100Z77          809595AD
10201400110100Z79          809595AD
10201400110100Z81        1064959571
10201400110100Z84          979595AD
10201400110100Z87         1609595AD
10201400110100Z88          18959571
10201400110100Z96           1959571
10201600310000X01       15258959571
10201600310000X04       40809959571
10201600310000X08       39390959571
10201600310000X11       34419959571
10201600310000X12        1298959571
10201600310000X21       68986959571
10201600310000X30      144883959571
10201600310000X33       17315959571
10201600310000X35        13239595AD
10201600310000X40      150220959571
10201600310000X41      329529959571
10201600310000Z01        6006959571
10201600310000Z02         112959571
10201600310000Z03        2125959571
10201600310000Z04         145959571
10201600310000Z05         854959571
10201600310000Z08     2358097959571
10201600310000Z09      102637959571
10201600310000Z10      407544959571
10201600310000Z11      108126959571
10201600310000Z67       32612959571
10201600310000Z68       68377959571
10201600310000Z72        6476959571
10201600310000Z73       24137959571
10201600310000Z77      146450959571
10201600310000Z78      381550959571
10201600310000Z79      117608959571
10201600310000Z81      694941959571
10201600310000Z88         609959571
10201600310000Z89      127568959571
10201600310000Z93        2629959571
10201600310000Z96        8777959571
10201600310100X01        6598959571
10201600310100X04        6486959571
10201600310100X05        3299959571
10201600310100X08       28773959571
10201600310100X11       17907959571
10201600310100X12         162959571
10201600310100X21       33587959571
10201600310100X30      118513959571
10201600310100X33         295959571
10201600310100X40       93531959571
10201600310100X41      168198959571
10201600310100Z01        2157959571
10201600310100Z02          35959571
10201600310100Z03         680959571
10201600310100Z04          67959571
10201600310100Z05         370959571
10201600310100Z08     1155189959571
10201600310100Z09       97302959571
10201600310100Z10      239778959571
10201600310100Z11       13540959571
10201600310100Z67       23419959571
10201600310100Z68       33587959571
10201600310100Z72        3534959571
10201600310100Z73       14680959571
10201600310100Z77       89910959571
10201600310100Z78      187502959571
10201600310100Z79       70112959571
10201600310100Z81      413829959571
10201600310100Z89      118218959571
10201600310100Z93        1832959571
10201600310100Z96       10559959571
10201600410000X01         957959571
10201600410000X04         733959571
10201600410000X05          60959571
10201600410000X08        1170959571
10201600410000X11         734959571
10201600410000X12          95959571
10201600410000X21         938959571
10201600410000X44       256609595AD
10201600410000Z01         347959571
10201600410000Z02          11959571
10201600410000Z03          70959571
10201600410000Z04           7959571
10201600410000Z05          12959571
10201600410000Z08       66446959571
10201600410000Z09        6644959571
10201600410000Z10       11391959571
10201600410000Z73        1209959571
10201600410000Z81       26598959571
10201600410000Z84       256609595AD
10201600410000Z88         938959571
10201600410000Z91          399595AD
10201600410000Z93         177959571
10201600510000X01          379595AD
10201600510000X04          539595AD
10201600510000X11          129595AD
10201600510000X12          139595AD
10201600510000X21           59595AD
10201600510000X44         4779595AD
10201600510000X46         4779595AD
10201600510000Z01          499595AD
10201600510000Z03           49595AD
10201600510000Z08        11469595AD
10201600510000Z81         9599595AD
10201600510000Z82         4779595AD
10201600510000Z84         4779595AD
10201600510000Z88           59595AD
10201600510100X01          15959571
10201600510100X04          28959571
10201600510100X05          17959571
10201600510100X11           8959571
10201600510100X12          11959571
10201600510100X21         733959571
10201600510100Z01          12959571
10201600510100Z05           19595AD
10201600510100Z10         6789595AD
10201600510100Z81         733959571
10201600510100Z87         602959571
10201600510100Z88         131959571
10201600510100Z93           2959571
10201700110000X01         384959571
10201700110000X04         857959571
10201700110000X08        1716959571
10201700110000X11        4057959571
10201700110000X12          199595AD
10201700110000X21          44959571
10201700110000X30        5607959571
10201700110000X40       13359959571
10201700110000X41       35764959571
10201700110000Z01         250959571
10201700110000Z03         240959571
10201700110000Z04         119959571
10201700110000Z05         105959571
10201700110000Z08      203490959571
10201700110000Z09       60819959571
10201700110000Z10       51706959571
10201700110000Z72        1453959571
10201700110000Z77       14558959571
10201700110000Z78       38834959571
10201700110000Z79       13359959571
10201700110000Z81       54774959571
10201700110000Z88          44959571
10201700110000Z89        5607959571
10201700110000Z93         236959571
10201700110000Z96         263959571
10201700110100X01         139959571
10201700110100X04          91959571
10201700110100X05         484959571
10201700110100X08          67959571
10201700110100X11         500959571
10201700110100X12          24959571
10201700110100X21          36959571
10201700110100X30        2130959571
10201700110100X40        1812959571
10201700110100X41       10677959571
10201700110100Z01         144959571
10201700110100Z03          26959571
10201700110100Z04          35959571
10201700110100Z05          28959571
10201700110100Z08       17820959571
10201700110100Z09       12280959571
10201700110100Z10       11832959571
10201700110100Z72          13959571
10201700110100Z77        2686959571
10201700110100Z78       11709959571
10201700110100Z79        1812959571
10201700110100Z81       14655959571
10201700110100Z88          36959571
10201700110100Z89        2130959571
10201700110100Z93          98959571
10201700110100Z96          54959571
10201700110200X01         382959571
10201700110200X04        2892959571
10201700110200X05         296959571
10201700110200X08         144959571
10201700110200X11        3033959571
10201700110200X12          27959571
10201700110200X21          93959571
10201700110200X30        4638959571
10201700110200X40        3946959571
10201700110200X41       23247959571
10201700110200Z01         119959571
10201700110200Z03          40959571
10201700110200Z04          71959571
10201700110200Z05          32959571
10201700110200Z08      116232959571
10201700110200Z09      135527959571
10201700110200Z10       29274959571
10201700110200Z72          29959571
10201700110200Z77        5847959571
10201700110200Z78       25492959571
10201700110200Z79        3946959571
10201700110200Z81       31924959571
10201700110200Z88          93959571
10201700110200Z89        4638959571
10201700110200Z93         160959571
10201700110200Z96         115959571
10201800210000X21         1129595AD
10201800210000Z01           19595AD
10201800210000Z02           29595AD
10201800210000Z81         1129595AD
10201800210000Z88         1129595AD
10202000110000X01           2959571
10202000110000X04          12959571
10202000110000X05           4959571
10202000110000X11           4959571
10202000110000X21         256959571
10202000110000Z01           5959571
10202000110000Z02          119595AD
10202000110000Z03           2959571
10202000110000Z04           1959571
10202000110000Z08        3166959571
10202000110000Z09         834959571
10202000110000Z81         256959571
10202000110000Z87         253959571
10202000110000Z88           3959571
10202000510000X01          34959571
10202000510000X05          59959571
10202000510000X11          45959571
10202000510000X12           49595AD
10202000510000X21         197959571
10202000510000X30         453959571
10202000510000X33          519595AD
10202000510000X40         1529595AD
10202000510000X41         741959571
10202000510000Z01          52959571
10202000510000Z02          12959571
10202000510000Z03           6959571
10202000510000Z04           1959571
10202000510000Z05           19595AD
10202000510000Z08        2223959571
10202000510000Z09         916959571
10202000510000Z10         6269595AD
10202000510000Z68          67959571
10202000510000Z77         1529595AD
10202000510000Z78         7419595AD
10202000510000Z79         1529595AD
10202000510000Z81        1543959571
10202000510000Z88         130959571
10202000510000Z89         402959571
10202000510000Z93           7959571
10202000510100X01          34959571
10202000510100X04         328959571
10202000510100X05          59959571
10202000510100X08         502959571
10202000510100X11        1764959571
10202000510100X12           79595AD
10202000510100X21        1100959571
10202000510100X30        1305959571
10202000510100X40         203959571
10202000510100X41        1671959571
10202000510100Z01         160959571
10202000510100Z03           5959571
10202000510100Z04           19595AD
10202000510100Z05           1959571
10202000510100Z08        17839595AD
10202000510100Z09         9169595AD
10202000510100Z10         6269595AD
10202000510100Z68         970959571
10202000510100Z77         152959571
10202000510100Z78        1671959571
10202000510100Z79         2039595AD
10202000510100Z81        4279959571
10202000510100Z88         130959571
10202000510100Z89        1305959571
10202000510100Z93          59959571
10202000510100Z96         502959571
10202500210000X01         132959571
10202500210000X04         134959571
10202500210000X11         107959571
10202500210000X12          51959571
10202500210000X21          70959571
10202500210000X44        2688959571
10202500210000Z01          62959571
10202500210000Z03          15959571
10202500210000Z05           79595AD
10202500210000Z08        6707959571
10202500210000Z10        14419595AD
10202500210000Z81        2758959571
10202500210000Z83        26889595AD
10202500210000Z88          70959571
10202600110000X01           29595AD
10202600110000X05           59595AD
10202600110000X12           59595AD
10202600110000X21          519595AD
10202600110000Z01           69595AD
10202600110000Z76           69595AD
10202600110000Z81          519595AD
10202600110000Z88          519595AD
10202700110000X01           5959571
10202700110000X04          25959571
10202700110000X05          27959571
10202700110000X11          20959571
10202700110000X44         896959571
10202700110000Z01          35959571
10202700110000Z03           3959571
10202700110000Z04           1959571
10202700110000Z05           1959571
10202700110000Z08        1167959571
10202700110000Z09         688959571
10202700110000Z81         896959571
10202700110000Z84         8969595AD
10202700110000Z93          12959571
10202800110000X01           4959571
10202800110000X04          40959571
10202800110000X05          31959571
10202800110000X11          30959571
10202800110000X12           5959571
10202800110000X21          35959571
10202800110000X30         591959571
10202800110000X40         195959571
10202800110000Z01          13959571
10202800110000Z03           19595AD
10202800110000Z04           1959571
10202800110000Z05           2959571
10202800110000Z08         3449595AD
10202800110000Z09         633959571
10202800110000Z10        1592959571
10202800110000Z68          359595AD
10202800110000Z79         1959595AD
10202800110000Z81         821959571
10202800110000Z89         591959571
10202800110000Z93          12959571
10202800410100X01          239595MA
10202800410100X04         1779595MA
10202800410100X05          299595MA
10202800410100X08          299595CT
10202800410100X11         1039595MA
10202800410100X12           39595MA
10202800410100X21         3779595CT
10202800410100X30         8909595CT
10202800410100X33         8909595MA
10202800410100X40         4269595CT
10202800410100X41         7189595MA
10202800410100Z01          19959571
10202800410100Z03           4959571
10202800410100Z04           1959571
10202800410100Z05           2959571
10202800410100Z06           1959571
10202800410100Z08        57779595AD
10202800410100Z09         8499595AD
10202800410100Z10        12939595AD
10202800410100Z11        32979595AD
10202800410100Z79         4269595MA
10202800410100Z81        24119595CT
10202800410100Z87         3659595MA
10202800410100Z88          129595MA
10202800410100Z93          339595MA
10202800410100Z96          299595MA
10202800410200X01          49959571
10202800410200X04           9959571
10202800410200X05          75959571
10202800410200X08         173959571
10202800410200X11          93959571
10202800410200X12           9959571
10202800410200X21         204959571
10202800410200X30        2479959571
10202800410200X33         108959571
10202800410200Z01          25959571
10202800410200Z03           8959571
10202800410200Z05           2959571
10202800410200Z06           59595AD
10202800410200Z08        6433959571
10202800410200Z10        1285959571
10202800410200Z11        93469595AD
10202800410200Z68         204959571
10202800410200Z72         168959571
10202800410200Z73           5959571
10202800410200Z81        2683959571
10202800410200Z89        2371959571
10202800410200Z93          27959571
10202900310000X01        3138959571
10202900310000X04        4214959571
10202900310000X05        2650959571
10202900310000X08       21991959571
10202900310000X11       18812959571
10202900310000X12         123959571
10202900310000X21       48797959571
10202900310000X30       39844959571
10202900310000X33        1576959571
10202900310000X35        10209595AD
10202900310000X40       23439959571
10202900310000X41      196900959571
10202900310000X46       15615959571
10202900310000X47         122959571
10202900310000Z01        1228959571
10202900310000Z02           1959571
10202900310000Z03         643959571
10202900310000Z04         309959571
10202900310000Z05         157959571
10202900310000Z06          15959571
10202900310000Z08      982801959571
10202900310000Z09      486519959571
10202900310000Z10       98377959571
10202900310000Z11      123046959571
10202900310000Z68       48795959571
10202900310000Z72        8677959571
10202900310000Z73        8520959571
10202900310000Z77        7701959571
10202900310000Z78      388009959571
10202900310000Z79       23439959571
10202900310000Z81      325737959571
10202900310000Z82       15737959571
10202900310000Z88           2959571
10202900310000Z89       38268959571
10202900310000Z93        1627959571
10202900310000Z96        4794959571
10202900310100X01        2346959571
10202900310100X04        4936959571
10202900310100X08       18264959571
10202900310100X11       11147959571
10202900310100X12          94959571
10202900310100X21        1210959571
10202900310100X30       52705959571
10202900310100X40       18093959571
10202900310100X41      175122959571
10202900310100X44        28019595AD
10202900310100X47        11589595AD
10202900310100Z01        2730959571
10202900310100Z02          54959571
10202900310100Z03        1116959571
10202900310100Z04          85959571
10202900310100Z05         503959571
10202900310100Z06           29595AD
10202900310100Z08      777539959571
10202900310100Z09       46504959571
10202900310100Z10      237249959571
10202900310100Z11       435329595AD
10202900310100Z67        2893959571
10202900310100Z72        9782959571
10202900310100Z77       17515959571
10202900310100Z78      176606959571
10202900310100Z79       15200959571
10202900310100Z81      251089959571
10202900310100Z82        11589595AD
10202900310100Z84        28019595AD
10202900310100Z88        1210959571
10202900310100Z89       52705959571
10202900310100Z93         660959571
10202900310100Z96        8482959571
10202900410000X01          52959571
10202900410000X04         166959571
10202900410000X05          65959571
10202900410000X08          24959571
10202900410000X11          31959571
10202900410000X12           5959571
10202900410000X21         328959571
10202900410000X30        1321959571
10202900410000X40         469959571
10202900410000X41         812959571
10202900410000Z01          64959571
10202900410000Z02          14959571
10202900410000Z03           2959571
10202900410000Z04           1959571
10202900410000Z08        1945959571
10202900410000Z09        1054959571
10202900410000Z68         321959571
10202900410000Z77         282959571
10202900410000Z78         946959571
10202900410000Z79         4699595AD
10202900410000Z81        2930959571
10202900410000Z88           7959571
10202900410000Z89        1321959571
10202900410000Z93          18959571
10202900410000Z96          24959571
10203100310000X01          28959571
10203100310000X05         117959571
10203100310000X08         204959571
10203100310000X11         159959571
10203100310000X21         254959571
10203100310000X30        1838959571
10203100310000X33         270959571
10203100310000X40         892959571
10203100310000X41         989959571
10203100310000Z01           9959571
10203100310000Z03           5959571
10203100310000Z04           6959571
10203100310000Z08        9359959571
10203100310000Z09        3924959571
10203100310000Z68         2549595AD
10203100310000Z72         215959571
10203100310000Z77         890959571
10203100310000Z78        1177959571
10203100310000Z79         892959571
10203100310000Z81        3973959571
10203100310000Z89        1568959571
10203100310000Z91          119595AD
10203100310000Z93          38959571
10203100310100X01         135959571
10203100310100X04         1909595AD
10203100310100X08         740959571
10203100310100X11         156959571
10203100310100X12          10959571
10203100310100X21        1554959571
10203100310100X30        1933959571
10203100310100X40        1563959571
10203100310100X41        3994959571
10203100310100Z01          61959571
10203100310100Z03           8959571
10203100310100Z04           3959571
10203100310100Z05           1959571
10203100310100Z08      121317959571
10203100310100Z09       26792959571
10203100310100Z10        7565959571
10203100310100Z72          77959571
10203100310100Z73         3969595AD
10203100310100Z77        1563959571
10203100310100Z78        3999959571
10203100310100Z79        1563959571
10203100310100Z81        9044959571
10203100310100Z87        14659595AD
10203100310100Z88          899595AD
10203100310100Z89        1933959571
10203100310100Z93          51959571
10203100310100Z96         267959571
10203200710000X01           8959571
10203200710000X04           99595AD
10203200710000X05          12959571
10203200710000X11          16959571
10203200710000X12           2959571
10203200710000X21         287959571
10203200710000X44         2019595AD
10203200710000Z01          11959571
10203200710000Z03           2959571
10203200710000Z04           1959571
10203200710000Z05           19595AD
10203200710000Z08         783959571
10203200710000Z09          73959571
10203200710000Z10         4649595AD
10203200710000Z68         283959571
10203200710000Z81         488959571
10203200710000Z84         2019595AD
10203200710000Z88           4959571
10203200710000Z93           5959571
10203200710100X01          14959571
10203200710100X05          29959571
10203200710100X08           1959571
10203200710100X11          33959571
10203200710100X12           9959571
10203200710100X21         579959571
10203200710100X44         4269595AD
10203200710100Z01          15959571
10203200710100Z03           3959571
10203200710100Z06           19595AD
10203200710100Z08        2931959571
10203200710100Z11         2159595AD
10203200710100Z68         5779595AD
10203200710100Z81        1005959571
10203200710100Z84         4269595AD
10203200710100Z88           2959571
10203200710100Z93          10959571
10203200710100Z96           1959571
10203500310000X01           5959571
10203500310000X04          52959571
10203500310000X05          289595AD
10203500310000X08          15959571
10203500310000X11          42959571
10203500310000X21         139959571
10203500310000X30        1098959571
10203500310000X40         376959571
10203500310000X41         400959571
10203500310000X47          259595AD
10203500310000Z01          23959571
10203500310000Z03           9959571
10203500310000Z05           1959571
10203500310000Z08       41720959571
10203500310000Z10         619959571
10203500310000Z68         135959571
10203500310000Z77         389959571
10203500310000Z78         482959571
10203500310000Z79         3769595AD
10203500310000Z81        2038959571
10203500310000Z82          259595AD
10203500310000Z88           4959571
10203500310000Z89        1098959571
10203500310000Z93          13959571
10203500310000Z96          15959571
10203500310100X01           7959571
10203500310100X05          51959571
10203500310100X08          13959571
10203500310100X11          11959571
10203500310100X12           1959571
10203500310100X21         292959571
10203500310100X30         943959571
10203500310100X33           1959571
10203500310100X40         418959571
10203500310100X41         548959571
10203500310100Z01          32959571
10203500310100Z02           5959571
10203500310100Z03           2959571
10203500310100Z06           39595AD
10203500310100Z08         930959571
10203500310100Z11         5189595AD
10203500310100Z68         290959571
10203500310100Z77         261959571
10203500310100Z78         612959571
10203500310100Z79         418959571
10203500310100Z81        2201959571
10203500310100Z87           19595AD
10203500310100Z88           1959571
10203500310100Z89         942959571
10203500310100Z91          429595AD
10203500310100Z96          55959571
10203500610000X01           4959571
10203500610000X04           1959571
10203500610000X05           7959571
10203500610000X21         337959571
10203500610000Z01           4959571
10203500610000Z81         337959571
10203500610000Z87         332959571
10203500610000Z88           59595AD
10203500810000X01          66959571
10203500810000X05          87959571
10203500810000X08         109959571
10203500810000X11           7959571
10203500810000X12           79595AD
10203500810000X30         208959571
10203500810000X40          419595AD
10203500810000X44        2129959571
10203500810000Z01          36959571
10203500810000Z02           3959571
10203500810000Z03           2959571
10203500810000Z04           19595AD
10203500810000Z08         341959571
10203500810000Z09         2169595AD
10203500810000Z79          419595AD
10203500810000Z81        2378959571
10203500810000Z84        2129959571
10203500810000Z89         2089595AD
10203500810000Z93          35959571
10203500810000Z96         109959571
10203501210000X01          17959571
10203501210000X05          31959571
10203501210000X08           8959571
10203501210000X11          28959571
10203501210000X21          93959571
10203501210000X30         301959571
10203501210000X33          459595AD
10203501210000X40         1399595AD
10203501210000X41         197959571
10203501210000Z01          10959571
10203501210000Z03           3959571
10203501210000Z08        2371959571
10203501210000Z77         1409595AD
10203501210000Z78         208959571
10203501210000Z79         1399595AD
10203501210000Z81         730959571
10203501210000Z88          939595AD
10203501210000Z89         256959571
10203501210000Z93           8959571
10203501210000Z96           8959571
10203501210100X01          16959571
10203501210100X04          41959571
10203501210100X05          18959571
10203501210100X08          21959571
10203501210100X11          37959571
10203501210100X12          22959571
10203501210100X21          77959571
10203501210100X30         547959571
10203501210100X40         120959571
10203501210100X41         304959571
10203501210100Z01          22959571
10203501210100Z02          109595AD
10203501210100Z03           3959571
10203501210100Z08        3046959571
10203501210100Z77         123959571
10203501210100Z78         299959571
10203501210100Z79         120959571
10203501210100Z81        1048959571
10203501210100Z88          779595AD
10203501210100Z89         547959571
10203501210100Z93          50959571
10203501210100Z96          21959571
10203501410000X01           7959571
10203501410000X05          13959571
10203501410000X12           89595AD
10203501410000X21         227959571
10203501410000Z01           7959571
10203501410000Z06           29595AD
10203501410000Z11        82679595AD
10203501410000Z81         227959571
10203501410000Z87         118959571
10203501410000Z88         109959571
10203600110000X04        1073959571
10203600110000X08        2895959571
10203600110000X11         891959571
10203600110000X30          179595AD
10203600110000X44       16961959571
10203600110000X47         439959571
10203600110000Z01         451959571
10203600110000Z02          47959571
10203600110000Z03         191959571
10203600110000Z04           8959571
10203600110000Z05          13959571
10203600110000Z08       68725959571
10203600110000Z09        1982959571
10203600110000Z10        3568959571
10203600110000Z72         1069595AD
10203600110000Z73         284959571
10203600110000Z81       17417959571
10203600110000Z82         439959571
10203600110000Z83       16961959571
10203600110000Z89          179595AD
10203600110000Z91         3329595AD
10203600110000Z93         160959571
10203600110000Z96        2837959571
10203700110000X01        4777959571
10203700110000X04        6859959571
10203700110000X05         754959571
10203700110000X08         617959571
10203700110000X11        6627959571
10203700110000X12         649959571
10203700110000X21        3607959571
10203700110000X41       49716959571
10203700110000X44      143020959571
10203700110000X46       167139595AD
10203700110000Z01        2569959571
10203700110000Z02          26959571
10203700110000Z03         342959571
10203700110000Z04          27959571
10203700110000Z05          61959571
10203700110000Z06           8959571
10203700110000Z08      414867959571
10203700110000Z09       19073959571
10203700110000Z10       43667959571
10203700110000Z11       54412959571
10203700110000Z68        3574959571
10203700110000Z78       61902959571
10203700110000Z81      213056959571
10203700110000Z82       16713959571
10203700110000Z83       71988959571
