01000000003401X01       390809797MA
14202500510000X11          63979771
14202500510000X21         574979771
14202500510000X30        3438979771
14202500510000Z01          16979771
14202500510000Z03           3979771
14202500510000Z05           1979771
14202500510000Z08        3962979771
14202500510000Z10        1321979771
14202500510000Z73         346979771
14202500510000Z81        4012979771
14202500510000Z88         574979771
14202500510000Z89        3438979771
14202500510000Z93           2979771
14202500510100X01          77979771
14202500510100X04         126979771
14202500510100X08         508979771
14202500510100X11         148979771
14202500510100X12          21979771
14202500510100X21         548979771
14202500510100X30        4719979771
14202500510100X44         454979771
14202500510100Z01          26979771
14202500510100Z03           7979771
14202500510100Z05           2979771
14202500510100Z08        9570979771
14202500510100Z10        2734979771
14202500510100Z73         508979771
14202500510100Z81        5721979771
14202500510100Z83         454979771
14202500510100Z88         548979771
14202500510100Z89        4719979771
14202500510100Z93           5979771
14202600710000X01          30979771
14202600710000X05          47979771
14202600710000X08         126979771
14202600710000X11          50979771
14202600710000X12           1979771
14202600710000X21          47979771
14202600710000X30        1986979771
14202600710000Z01          12979771
14202600710000Z03           3979771
14202600710000Z05           1979771
14202600710000Z08        2701979771
14202600710000Z10         822979771
14202600710000Z73         126979771
14202600710000Z81        2033979771
14202600710000Z88          47979771
14202600710000Z89        1986979771
14202600710000Z93           1979771
14202800110000X01          10979771
14202800110000X04          54979771
14202800110000X08          79979771
14202800110000X11         122979771
14202800110000X12           2979771
14202800110000X21         412979771
14202800110000X30         881979771
14202800110000X33         881979771
14202800110000X44         156979771
14202800110000Z01           5979771
14202800110000Z03           5979771
14202800110000Z04           2979771
14202800110000Z05           2979771
14202800110000Z06           1979771
14202800110000Z08        5929979771
14202800110000Z09        2108979771
14202800110000Z10        2191979771
14202800110000Z11        1725979771
14202800110000Z73          79979771
14202800110000Z81        1449979771
14202800110000Z83         156979771
14202800110000Z87         368979771
14202800110000Z88          44979771
14202800110000Z93           2979771
14202800110100X01          13979771
14202800110100X04          38979771
14202800110100X08         110979771
14202800110100X11          57979771
14202800110100X21         808979771
14202800110100X30         607979771
14202800110100Z01           5979771
14202800110100Z02           5979771
14202800110100Z04           3979771
14202800110100Z05           2979771
14202800110100Z09        3506979771
14202800110100Z10        1253979771
14202800110100Z68         624979771
14202800110100Z72         110979771
14202800110100Z81        1415979771
14202800110100Z87         124979771
14202800110100Z88          60979771
14202800110100Z89         607979771
14202800110100Z93           1979771
14202801310000X01          37979771
14202801310000X04          60979771
14202801310000X08         165979771
14202801310000X11          53979771
14202801310000X21          58979771
14202801310000X40        1435979771
14202801310000Z01          15979771
14202801310000Z03           2979771
14202801310000Z04           3979771
14202801310000Z05           2979771
14202801310000Z08        1040979771
14202801310000Z09        1560979771
14202801310000Z10        1040979771
14202801310000Z73         165979771
14202801310000Z77        1435979771
14202801310000Z79        1435979771
14202801310000Z81        1493979771
14202801310000Z88          58979771
14202801310000Z93           2979771
14202801310100X01          30979771
14202801310100X04          78979771
14202801310100X08         178979771
14202801310100X11         114979771
14202801310100X21         120979771
14202801310100X40        1555979771
14202801310100Z01          10979771
14202801310100Z03           2979771
14202801310100Z04           4979771
14202801310100Z05           2979771
14202801310100Z08        2313979771
14202801310100Z09        4626979771
14202801310100Z10        2313979771
14202801310100Z67        1555979771
14202801310100Z73         178979771
14202801310100Z77        1555979771
14202801310100Z81        1675979771
14202801310100Z88         120979771
14202801310100Z93           2979771
14202900510000X01          63979771
14202900510000X04         112979771
14202900510000X05          13979771
14202900510000X08          20979771
14202900510000X11         129979771
14202900510000X21         210979771
14202900510000X30        2649979771
14202900510000X33          63979771
14202900510000Z01          22979771
14202900510000Z03           4979771
14202900510000Z04           1979771
14202900510000Z05           4979771
14202900510000Z08        6436979771
14202900510000Z09         817979771
14202900510000Z10        3644979771
14202900510000Z68           1979771
14202900510000Z73          20979771
14202900510000Z74          12979771
14202900510000Z81        2859979771
14202900510000Z87         197979771
14202900510000Z88          12979771
14202900510000Z89        2586979771
14202900510000Z93           3979771
14202900510100X01          44979771
14202900510100X04         108979771
14202900510100X05          13979771
14202900510100X08         135979771
14202900510100X11         271979771
14202900510100X21        1868979771
14202900510100X30        1984979771
14202900510100X33         270979771
14202900510100Z01          18979771
14202900510100Z03           9979771
14202900510100Z04           2979771
14202900510100Z05           3979771
14202900510100Z08       15553979771
14202900510100Z09        2897979771
14202900510100Z10        2134979771
14202900510100Z68           1979771
14202900510100Z73         135979771
14202900510100Z74          12979771
14202900510100Z81        3852979771
14202900510100Z87        1859979771
14202900510100Z88           8979771
14202900510100Z89        1714979771
14202900510100Z93           4979771
14203201110000X01          61979771
14203201110000X04         128979771
14203201110000X08         253979771
14203201110000X11         112979771
14203201110000X21         505979771
14203201110000X30        2871979771
14203201110000Z01          19979771
14203201110000Z03           5979771
14203201110000Z04           1979771
14203201110000Z05           2979771
14203201110000Z08        5826979771
14203201110000Z09        1165979771
14203201110000Z10        2330979771
14203201110000Z73         253979771
14203201110000Z81        3376979771
14203201110000Z88         505979771
14203201110000Z89        2871979771
14203201110000Z93           2979771
14203701010000X01          32979771
14203701010000X04          49979771
14203701010000X08          74979771
14203701010000X11          49979771
14203701010000X21        1662979771
14203701010000X30          86979771
14203701010000X40         200979771
14203701010000X44         275979771
14203701010000Z01          11979771
14203701010000Z03           2979771
14203701010000Z05           1979771
14203701010000Z08        3422979771
14203701010000Z10         400979771
14203701010000Z67         200979771
14203701010000Z68           1979771
14203701010000Z73          74979771
14203701010000Z74          11979771
14203701010000Z81        2223979771
14203701010000Z83         275979771
14203701010000Z87        1619979771
14203701010000Z88          42979771
14203701010000Z89          86979771
14203701010000Z93           2979771
14203701310000X01          49979771
14203701310000X04         109979771
14203701310000X08         243979771
14203701310000X11         214979771
14203701310000X21        1610979771
14203701310000X30        2523979771
14203701310000Z01          19979771
14203701310000Z03           9979771
14203701310000Z04           3979771
14203701310000Z05           4979771
14203701310000Z08       10041979771
14203701310000Z09        3347979771
14203701310000Z10        4463979771
14203701310000Z73         243979771
14203701310000Z81        4133979771
14203701310000Z88        1610979771
14203701310000Z89        2523979771
14203701310000Z93           4979771
14203701310100X01           5979771
14203701310100X04           9979771
14203701310100X08          24979771
14203701310100X11          34979771
14203701310100X21         247979771
14203701310100X30         185979771
14203701310100Z01           3979771
14203701310100Z03           1979771
14203701310100Z04           1979771
14203701310100Z05           2979771
14203701310100Z08         984979771
14203701310100Z09         874979771
14203701310100Z10         950979771
14203701310100Z73          24979771
14203701310100Z81         432979771
14203701310100Z87         247979771
14203701310100Z89         185979771
14203701310100Z93           1979771
14203801910000X01          26979771
14203801910000X04          10979771
14203801910000X08          83979771
14203801910000X11          77979771
14203801910000X12           5979771
14203801910000X21         593979771
14203801910000X30         473979771
14203801910000X33         473979771
14203801910000X44          50979771
14203801910000Z01          13979771
14203801910000Z03           4979771
14203801910000Z05           1979771
14203801910000Z06           3979771
14203801910000Z08        5358979771
14203801910000Z10         864979771
14203801910000Z11        6897979771
14203801910000Z68          54979771
14203801910000Z73          83979771
14203801910000Z74          11979771
14203801910000Z81        1116979771
14203801910000Z83          50979771
14203801910000Z87         538979771
14203801910000Z88           1979771
14203801910000Z93           2979771
14203900310000X01         182979771
14203900310000X04         355979771
14203900310000X08         497979771
14203900310000X11         399979771
14203900310000X12          12979771
14203900310000X21         622979771
14203900310000X30        8650979771
14203900310000X33        1691979771
14203900310000X40         243979771
14203900310000X44         978979771
14203900310000Z01          58979771
14203900310000Z03           9979771
14203900310000Z04          13979771
14203900310000Z05           3979771
14203900310000Z06           1979771
14203900310000Z08       16950979771
14203900310000Z09       16390979771
14203900310000Z10        2339979771
14203900310000Z11       11987979771
14203900310000Z67         243979771
14203900310000Z68         127979771
14203900310000Z72         612979771
14203900310000Z81       10493979771
14203900310000Z83         978979771
14203900310000Z87          96979771
14203900310000Z88         399979771
14203900310000Z89        6959979771
14203900310000Z91         271979771
14203900310000Z93          87979771
14203900310000Z96         156979771
14203900310100X01          85979771
14203900310100X04         234979771
14203900310100X08         401979771
14203900310100X11         399979771
14203900310100X21         290979771
14203900310100X30        8275979771
14203900310100X33          52979771
14203900310100X44         550979771
14203900310100Z01          30979771
14203900310100Z03          14979771
14203900310100Z04           3979771
14203900310100Z05           8979771
14203900310100Z08       25144979771
14203900310100Z09        4306979771
14203900310100Z10        37989797BC
14203900310100Z68          44979771
14203900310100Z72         505979771
14203900310100Z81        9115979771
14203900310100Z83         550979771
14203900310100Z88         246979771
14203900310100Z89        8223979771
14203900310100Z91         136979771
14203900310100Z93          48979771
14203900310100Z96          32979771
14203901010000X01          24979771
14203901010000X04          62979771
14203901010000X05           2979771
14203901010000X08          94979771
14203901010000X11          80979771
14203901010000X21         698979771
14203901010000X30          47979771
14203901010000X33          47979771
14203901010000X44         909979771
14203901010000Z01          10979771
14203901010000Z03           2979771
14203901010000Z05           2979771
14203901010000Z08        3312979771
14203901010000Z10        3312979771
14203901010000Z72          70979771
14203901010000Z73          24979771
14203901010000Z81        1654979771
14203901010000Z84         909979771
14203901010000Z87         570979771
14203901010000Z88         128979771
14203901010000Z93           1979771
14203901010100X01          29979771
14203901010100X04          63979771
14203901010100X08         120979771
14203901010100X11          98979771
14203901010100X12          42979771
14203901010100X21           4979771
14203901010100X30          82979771
14203901010100X44        1995979771
14203901010100Z01          13979771
14203901010100Z03           5979771
14203901010100Z04           1979771
14203901010100Z05           1979771
14203901010100Z08        5819979771
14203901010100Z09        1164979771
14203901010100Z10        1164979771
14203901010100Z73         120979771
14203901010100Z81        2081979771
14203901010100Z83        1995979771
14203901010100Z88           4979771
14203901010100Z89          82979771
14203901010100Z93           1979771
14204100410000X01          87979771
14204100410000X04         210979771
14204100410000X08         570979771
14204100410000X11         334979771
14204100410000X21         129979771
14204100410000X30        6578979771
14204100410000X33         525979771
14204100410000X44        1882979771
14204100410000Z01          32979771
14204100410000Z03          11979771
14204100410000Z04           1979771
14204100410000Z05           8979771
14204100410000Z06           1979771
14204100410000Z08       17590979771
14204100410000Z09        1964979771
14204100410000Z10        7314979771
14204100410000Z11       14660979771
14204100410000Z73         575979771
14204100410000Z74          14979771
14204100410000Z81        8589979771
14204100410000Z83        1882979771
14204100410000Z88         129979771
14204100410000Z89        6053979771
14204100410000Z91           5979771
14204100410000Z93          12979771
14204200510000X01          39979771
14204200510000X04          65979771
14204200510000X05           6979771
14204200510000X08         126979771
14204200510000X11          64979771
14204200510000X21        1867979771
14204200510000X44         257979771
14204200510000Z01          13979771
14204200510000Z02           3979771
14204200510000Z03           2979771
14204200510000Z04           1979771
14204200510000Z05           1979771
14204200510000Z08        2921979771
14204200510000Z09         796979771
14204200510000Z10         676979771
14204200510000Z73         126979771
14204200510000Z81        2124979771
14204200510000Z83         257979771
14204200510000Z87        1854979771
14204200510000Z88          13979771
14204200510000Z93           1979771
14204500110000X01        1018979771
14204500110000X04        1395979771
14204500110000X05         300979771
14204500110000X11        2114979771
14204500110000X12           5979771
14204500110000X21         553979771
14204500110000X30       50097979771
14204500110000X33       10993979771
14204500110000X44        5765979771
14204500110000Z01         244979771
14204500110000Z03          66979771
14204500110000Z04           6979771
14204500110000Z05          25979771
14204500110000Z08      145504979771
14204500110000Z09        9692979771
14204500110000Z10       27030979771
14204500110000Z68         5509797AD
14204500110000Z81       56415979771
14204500110000Z84        5765979771
14204500110000Z88           3979771
14204500110000Z89       39104979771
14204500110000Z93         232979771
14204500110100X01         659979771
14204500110100X04        1495979771
14204500110100X05         300979771
14204500110100X08         523979771
14204500110100X11        2227979771
14204500110100X12           2979771
14204500110100X21           4979771
14204500110100X30       43912979771
14204500110100Z01         175979771
14204500110100Z03          65979771
14204500110100Z04          11979771
14204500110100Z05          24979771
14204500110100Z08      145470979771
14204500110100Z09       19497979771
14204500110100Z10       18932979771
14204500110100Z72        2895979771
14204500110100Z81       43916979771
14204500110100Z88           4979771
14204500110100Z89       43912979771
14204500110100Z91        2372979771
14204500110100Z93           6979771
14204500210000X01          59979771
14204500210000X04         158979771
14204500210000X08           6979771
14204500210000X11         111979771
14204500210000X21         593979771
14204500210000X30        1164979771
14204500210000X44         513979771
14204500210000Z01          17979771
14204500210000Z03           2979771
14204500210000Z04           4979771
14204500210000Z05           1979771
14204500210000Z08        2650979771
14204500210000Z09        5299979771
14204500210000Z10        1325979771
14204500210000Z73           6979771
14204500210000Z81        2270979771
14204500210000Z83         513979771
14204500210000Z88         593979771
14204500210000Z89        1164979771
14204500210000Z93           1979771
14204500210100X01         157979771
14204500210100X04         261979771
14204500210100X08         391979771
14204500210100X11         142979771
14204500210100X12          16979771
14204500210100X21         471979771
14204500210100X30        3140979771
14204500210100X44        2824979771
14204500210100Z01          36979771
14204500210100Z03           5979771
14204500210100Z04           3979771
14204500210100Z05           1979771
14204500210100Z08        6595979771
14204500210100Z09        3957979771
14204500210100Z10        1319979771
14204500210100Z73         391979771
14204500210100Z81        6435979771
14204500210100Z83        2824979771
14204500210100Z88         471979771
14204500210100Z89        3140979771
14204500210100Z93           4979771
14204500410000X01         200979771
14204500410000X04         262979771
14204500410000X08         513979771
14204500410000X11         367979771
14204500410000X12          18979771
14204500410000X21         152979771
14204500410000X30        8852979771
14204500410000X33          32979771
14204500410000Z01          50979771
14204500410000Z03          11979771
14204500410000Z04           5979771
14204500410000Z05           1979771
14204500410000Z08       24550979771
14204500410000Z09        5319979771
14204500410000Z10        1969979771
14204500410000Z68           1979771
14204500410000Z73         513979771
14204500410000Z81        9004979771
14204500410000Z87          95979771
14204500410000Z88          56979771
14204500410000Z89        8820979771
14204500410000Z93          28979771
14204500710000X01         634979771
14204500710000X04         128979771
14204500710000X05          12979771
14204500710000X08        2379979771
14204500710000X11        1331979771
14204500710000X12          34979771
14204500710000X21        4085979771
14204500710000X30       23911979771
14204500710000X33          36979771
14204500710000X44        3224979771
14204500710000Z01         150979771
14204500710000Z02           5979771
14204500710000Z03          43979771
14204500710000Z04           4979771
14204500710000Z05          16979771
14204500710000Z08       67719979771
14204500710000Z09        5503979771
14204500710000Z10       11469979771
14204500710000Z68        4084979771
14204500710000Z73        2379979771
14204500710000Z81       31220979771
14204500710000Z83        3224979771
14204500710000Z88           1979771
14204500710000Z89       23875979771
14204500710000Z93          48979771
14204500710100X01         450979771
14204500710100X04         523979771
14204500710100X05          51979771
14204500710100X08        2316979771
14204500710100X11        1438979771
14204500710100X21        5407979771
14204500710100X30       20604979771
14204500710100X33          36979771
14204500710100X44        3259979771
14204500710100Z01         105979771
14204500710100Z02           2979771
14204500710100Z03          46979771
14204500710100Z04           9979771
14204500710100Z05          10979771
14204500710100Z08       69556979771
14204500710100Z09       13319979771
14204500710100Z10        6072979771
14204500710100Z68        5407979771
14204500710100Z73        2316979771
14204500710100Z81       29270979771
14204500710100Z83        3259979771
14204500710100Z89       20568979771
14204500710100Z93          28979771
14204500810100X01          52979771
14204500810100X04         132979771
14204500810100X08         203979771
14204500810100X11          16979771
14204500810100X12           8979771
14204500810100X21         291979771
14204500810100X30        1490979771
14204500810100X44         192979771
14204500810100Z01          16979771
14204500810100Z04           1979771
14204500810100Z09        1369979771
14204500810100Z73         203979771
14204500810100Z81        1973979771
14204500810100Z83         192979771
14204500810100Z88         291979771
14204500810100Z89        1490979771
14204500810100Z93           1979771
14204501410000X01          51979771
14204501410000X04          34979771
14204501410000X08         209979771
14204501410000X11         111979771
14204501410000X12           1979771
14204501410000X21         171979771
14204501410000X30        2461979771
14204501410000X44         491979771
14204501410000Z01          16979771
14204501410000Z03           4979771
14204501410000Z08        9227979771
14204501410000Z73         209979771
14204501410000Z81        3123979771
14204501410000Z83         491979771
14204501410000Z88         171979771
14204501410000Z89        2461979771
14204501410000Z93           5979771
14204501610000X01         216979771
14204501610000X04         432979771
14204501610000X08        1241979771
14204501610000X11         437979771
14204501610000X12          35979771
14204501610000X21         803979771
14204501610000X30       10035979771
14204501610000Z01          49979771
14204501610000Z03          17979771
14204501610000Z08       31701979771
14204501610000Z73        1241979771
14204501610000Z81       10838979771
14204501610000Z88         803979771
14204501610000Z89       10035979771
14204501610000Z93          63979771
14204501610100X01         128979771
14204501610100X04         281979771
14204501610100X08         441979771
14204501610100X11         117979771
14204501610100X21         593979771
14204501610100X30        5335979771
14204501610100X44         965979771
14204501610100Z01          30979771
14204501610100Z03           4979771
14204501610100Z08        9715979771
14204501610100Z73         441979771
14204501610100Z81        6893979771
14204501610100Z83         965979771
14204501610100Z87         593979771
14204501610100Z89        5335979771
14204501610100Z93           2979771
14204600310000X01          65979771
14204600310000X04          51979771
14204600310000X08         141979771
14204600310000X21          80979771
14204600310000X30        2408979771
14204600310000X44         199979771
14204600310000Z01          19979771
14204600310000Z02           1979771
14204600310000Z72         140979771
14204600310000Z81        2687979771
14204600310000Z83         199979771
14204600310000Z87           4979771
14204600310000Z88          76979771
14204600310000Z89        2408979771
14204600310000Z93           3979771
14204600310000Z96           1979771
14204600410000X11         123979771
14204600410000X21         674979771
14204600410000X30        3325979771
14204600410000X33         156979771
14204600410000X44         581979771
14204600410000Z03           4979771
14204600410000Z04           1979771
14204600410000Z05           1979771
14204600410000Z08        7856979771
14204600410000Z09        1797979771
14204600410000Z10        2277979771
14204600410000Z68           6979771
14204600410000Z81        4580979771
14204600410000Z84         581979771
14204600410000Z87         490979771
14204600410000Z88         178979771
14204600410000Z89        3169979771
14204600410000Z93           6979771
14204601010000X01         234979771
14204601010000X04         210979771
14204601010000X08         649979771
14204601010000X11         706979771
14204601010000X12          66979771
14204601010000X21         871979771
14204601010000X30        8004979771
14204601010000X33          60979771
14204601010000X47         600979771
14204601010000Z01          72979771
14204601010000Z02           1979771
14204601010000Z03          24979771
14204601010000Z04           7979771
14204601010000Z05          10979771
14204601010000Z08       41330979771
14204601010000Z09       10031979771
14204601010000Z10       11124979771
14204601010000Z68         793979771
14204601010000Z72           3979771
14204601010000Z73         683979771
14204601010000Z81        9475979771
14204601010000Z82         600979771
14204601010000Z87          51979771
14204601010000Z88          27979771
14204601010000Z89        7944979771
14204601010000Z91          37979771
14204601010000Z93          26979771
14204601010100X01         161979771
14204601010100X04         337979771
14204601010100X08         703979771
14204601010100X11        1017979771
14204601010100X21         751979771
14204601010100X30        7536979771
14204601010100X44         793979771
14204601010100Z01          49979771
14204601010100Z03          18979771
14204601010100Z04           6979771
14204601010100Z05          16979771
14204601010100Z08       38126979771
14204601010100Z09       12709979771
14204601010100Z10       33890979771
14204601010100Z73         703979771
14204601010100Z81        9080979771
14204601010100Z83         793979771
14204601010100Z88         751979771
14204601010100Z89        7536979771
14204601010100Z93          21979771
14204900310000X01         186979771
14204900310000X04         238979771
14204900310000X05           8979771
14204900310000X08         973979771
14204900310000X11         371979771
14204900310000X21         642979771
14204900310000X30       10056979771
14204900310000X33       10056979771
14204900310000X35        2145979771
14204900310000X44        2749979771
14204900310000Z01          38979771
14204900310000Z02           1979771
14204900310000Z03          12979771
14204900310000Z05           1979771
14204900310000Z08       35578979771
14204900310000Z10        1241979771
14204900310000Z68         642979771
14204900310000Z73        10879797BC
14204900310000Z81       13447979771
14204900310000Z83         604979771
14204900310000Z91         116979771
14204900310000Z93           2979771
14204900310000Z96           2979771
14204900510000X01          59979771
14204900510000X04         189979771
14204900510000X08         130979771
14204900510000X11          92979771
14204900510000X12          15979771
14204900510000X21         276979771
14204900510000X30        1660979771
14204900510000X40         207979771
14204900510000Z01          17979771
14204900510000Z03           3979771
14204900510000Z05           1979771
14204900510000Z08        7033979771
14204900510000Z10         657979771
14204900510000Z68         276979771
14204900510000Z72         130979771
14204900510000Z74          17979771
14204900510000Z79         207979771
14204900510000Z81        2143979771
14204900510000Z89        1660979771
14204900610000X01         165979771
14204900610000X04         270979771
14204900610000X08         483979771
14204900610000X11          75979771
14204900610000X12           1979771
14204900610000X21         281979771
14204900610000X30        4792979771
14204900610000X44         234979771
14204900610000Z01          42979771
14204900610000Z03           2979771
14204900610000Z05           2979771
14204900610000Z08        3126979771
14204900610000Z10        3126979771
14204900610000Z73         483979771
14204900610000Z81        5307979771
14204900610000Z83         234979771
14204900610000Z88         281979771
14204900610000Z89        4792979771
14204900610000Z93          11979771
14204900810000X01         213979771
14204900810000X04         505979771
14204900810000X05          13979771
14204900810000X08        1059979771
14204900810000X11         835979771
14204900810000X21         493979771
14204900810000X30       14793979771
14204900810000X33        1404979771
14204900810000X41        2008979771
14204900810000Z01          52979771
14204900810000Z02           1979771
14204900810000Z03          18979771
14204900810000Z04          10979771
14204900810000Z05           3979771
14204900810000Z08       49656979771
14204900810000Z09       20268979771
14204900810000Z10        1425979771
14204900810000Z73        1271979771
14204900810000Z74           8979771
14204900810000Z78        2008979771
14204900810000Z81       17294979771
14204900810000Z88         493979771
14204900810000Z89       13389979771
14204900810000Z91         217979771
14204900810000Z93          50979771
14204900810000Z96           5979771
14204900810100X01         253979771
14204900810100X04         538979771
14204900810100X05          15979771
14204900810100X08        1076979771
14204900810100X11        1005979771
14204900810100X21        1382979771
14204900810100X30       16094979771
14204900810100X33        1171979771
14204900810100X41        2374979771
14204900810100Z01          57979771
14204900810100Z02           1979771
14204900810100Z03          32979771
14204900810100Z04           1979771
14204900810100Z05           5979771
14204900810100Z08       79083979771
14204900810100Z09        1852979771
14204900810100Z10        7385979771
14204900810100Z73        1238979771
14204900810100Z74          12979771
14204900810100Z78        2374979771
14204900810100Z81       19850979771
14204900810100Z88        1382979771
14204900810100Z89       14923979771
14204900810100Z91         194979771
14204900810100Z93          90979771
14204900810100Z96          32979771
14204900910000X01          25979771
14204900910000X04          53979771
14204900910000X08          33979771
14204900910000X11          40979771
14204900910000X21         144979771
14204900910000X44         517979771
14204900910000Z01           9979771
14204900910000Z03           3979771
14204900910000Z04           1979771
14204900910000Z08        2504979771
14204900910000Z09         835979771
14204900910000Z73          33979771
14204900910000Z81         661979771
14204900910000Z83         517979771
14204900910000Z88         144979771
14204900910000Z93           6979771
14204901110000X01          59979771
14204901110000X04         107979771
14204901110000X08         245979771
14204901110000X11         122979771
14204901110000X21         155979771
14204901110000X30        2231979771
14204901110000X40        1119979771
14204901110000X44         409979771
14204901110000Z01          13979771
14204901110000Z03           5979771
14204901110000Z08       10221979771
14204901110000Z67        1119979771
14204901110000Z68         148979771
14204901110000Z73         245979771
14204901110000Z74          13979771
14204901110000Z77        1109979771
14204901110000Z78         440979771
14204901110000Z81        3914979771
14204901110000Z83         409979771
14204901110000Z88           7979771
14204901110000Z89        2231979771
14204901110000Z93           3979771
14204901210000X01         134979771
14204901210000X04         303979771
14204901210000X08        1822979771
14204901210000X11         403979771
14204901210000X12           7979771
14204901210000X21         313979771
14204901210000X30       10794979771
14204901210000Z01          31979771
14204901210000Z03           9979771
14204901210000Z04           9979771
14204901210000Z05           3979771
14204901210000Z08       14387979771
14204901210000Z09       14387979771
14204901210000Z10        4796979771
14204901210000Z73        1822979771
14204901210000Z81       11107979771
14204901210000Z88         313979771
14204901210000Z89       10794979771
14204901210000Z93          47979771
14204901510000X01         177979771
14204901510000X04         307979771
14204901510000X08         743979771
14204901510000X11         352979771
14204901510000X21        1624979771
14204901510000X30        9201979771
14204901510000Z01          38979771
14204901510000Z03          10979771
14204901510000Z08       15694979771
14204901510000Z73         743979771
14204901510000Z81       10825979771
14204901510000Z88        1624979771
14204901510000Z89        9201979771
14204901510000Z93          48979771
14204901610000X01          61979771
14204901610000X04         170979771
14204901610000X08         246979771
14204901610000X11          87979771
14204901610000X12           5979771
14204901610000X21         130979771
14204901610000X30        2885979771
14204901610000X33         617979771
14204901610000X44        1076979771
14204901610000Z01          15979771
14204901610000Z03           2979771
14204901610000Z04           1979771
14204901610000Z05           1979771
14204901610000Z08        4618979771
14204901610000Z09        2220979771
14204901610000Z10         550979771
14204901610000Z73         250979771
14204901610000Z81        4091979771
14204901610000Z84        1076979771
14204901610000Z88         130979771
14204901610000Z89        2268979771
14204901610000Z91           4979771
14204901610000Z93           6979771
14204901610100X01         139979771
14204901610100X04         332979771
14204901610100X08         559979771
14204901610100X11         430979771
14204901610100X12          69979771
14204901610100X21         535979771
14204901610100X30        7640979771
14204901610100X33         288979771
14204901610100X44        1165979771
14204901610100Z01          34979771
14204901610100Z03          13979771
14204901610100Z04           3979771
14204901610100Z05           3979771
14204901610100Z08       29848979771
14204901610100Z09        4622979771
14204901610100Z10        2247979771
14204901610100Z68         222979771
14204901610100Z73         572979771
14204901610100Z81        9340979771
14204901610100Z84        1165979771
14204901610100Z88         313979771
14204901610100Z89        7352979771
14204901610100Z91          13979771
14204901610100Z93           1979771
14204901710000X01         166979771
14204901710000X08         544979771
14204901710000X11         462979771
14204901710000X12          19979771
14204901710000X21         334979771
14204901710000X30        5485979771
14204901710000X44        4200979771
14204901710000Z01          52979771
14204901710000Z03          14979771
14204901710000Z04           3979771
14204901710000Z05           4979771
14204901710000Z08       23476979771
14204901710000Z09        4355979771
14204901710000Z10        4509979771
14204901710000Z72         522979771
14204901710000Z73          22979771
14204901710000Z81       10019979771
14204901710000Z84        4200979771
14204901710000Z87         300979771
14204901710000Z88          34979771
14204901710000Z89        5485979771
14204901710000Z93          28979771
14204901710100X01          73979771
14204901710100X04          61979771
14204901710100X08        2113979771
14204901710100X11         291979771
14204901710100X12           9979771
14204901710100X21         505979771
14204901710100X30        6720979771
14204901710100X44         804979771
14204901710100Z01          25979771
14204901710100Z03          12979771
14204901710100Z05           2979771
14204901710100Z08       20820979771
14204901710100Z10        3470979771
14204901710100Z73        2113979771
14204901710100Z81        8029979771
14204901710100Z83         804979771
14204901710100Z88         505979771
14204901710100Z89        6720979771
14204901710100Z93           5979771
14204901910000X01         116979771
14204901910000X04         222979771
14204901910000X08         237979771
14204901910000X11          73979771
14204901910000X21         236979771
14204901910000X30        2292979771
14204901910000X33        1646979771
14204901910000X40         402979771
14204901910000X44        1508979771
14204901910000Z01          32979771
14204901910000Z02           3979771
14204901910000Z04           2979771
14204901910000Z05           1979771
14204901910000Z09        34579797BC
14204901910000Z10        26499797BC
14204901910000Z67         402979771
14204901910000Z72         166979771
14204901910000Z81        4438979771
14204901910000Z84        1508979771
14204901910000Z87         119979771
14204901910000Z88         117979771
14204901910000Z89         646979771
14204901910000Z93           6979771
14204901910000Z96          71979771
14204902110000X01          57979771
14204902110000X04         128979771
14204902110000X08         151979771
14204902110000X11         159979771
14204902110000X21        1261979771
14204902110000X30         388979771
14204902110000X44          62979771
14204902110000Z01          16979771
14204902110000Z03           49797AD
14204902110000Z04           39797MA
14204902110000Z05           39797MA
14204902110000Z08        53629797MA
14204902110000Z09        41899797MA
14204902110000Z10        26039797MA
14204902110000Z73         151979771
14204902110000Z81        1711979771
14204902110000Z83          62979771
14204902110000Z87        1100979771
14204902110000Z88         161979771
14204902110000Z89         388979771
14204902110000Z93          74979771
14204902210000X01         5519797MA
14204902210000X04        10779797MA
14204902210000X08        12649797CT
14204902210000X11        10339797MA
14204902210000X12          159797MA
14204902210000X21       106579797CT
14204902210000X30       128919797CT
14204902210000Z01         1439797MA
14204902210000Z03          219797MA
14204902210000Z04          189797MA
14204902210000Z05          239797MA
14204902210000Z08       353089797MA
14204902210000Z09       327209797MA
14204902210000Z10       180789797MA
14204902210000Z73        12649797MA
14204902210000Z81       235489797CT
14204902210000Z88       106579797MC
14204902210000Z89       128919797MC
14204902210000Z93          269797MA
14204902210100X01         361979771
14204902210100X04        1082979771
14204902210100X08        1662979771
14204902210100X11        1705979771
14204902210100X12          32979771
14204902210100X21        5717979771
14204902210100X30       21641979771
14204902210100X33         174979771
14204902210100Z01         104979771
14204902210100Z02           1979771
14204902210100Z03          54979771
14204902210100Z04          17979771
14204902210100Z05          13979771
14204902210100Z08      113098979771
14204902210100Z09       31743979771
14204902210100Z10       11935979771
14204902210100Z73        1659979771
14204902210100Z74         104979771
14204902210100Z81       27358979771
14204902210100Z87        5373979771
14204902210100Z88         344979771
14204902210100Z89       21467979771
